3.029;0
3.031016277;5.82191E-05
3.037052677;0.000465415
3.047071958;0.001568876
3.06101224;0.003712527
3.078787285;0.00723526
3.100286891;0.012469293
3.125377388;0.01973856
3.153902254;0.029357135
3.185682819;0.041627702
3.220519083;0.05684007
3.258190626;0.075269756
3.298457611;0.097176625
3.341061874;0.122803597
3.385728106;0.152375441
3.432165103;0.186097634
3.480067098;0.224155326
3.529115156;0.266712375
3.578978627;0.313910494
3.629316665;0.36586849
3.679779778;0.4226816
3.730011435;0.484420948
3.7796497;0.551133092
3.828328885;0.622839694
3.875681239;0.699537295
3.921338634;0.781197208
3.964934261;0.867765514
4.006104324;0.959163186
4.044489719;1.05528631
4.0797377;1.156006429
4.111503511;1.261170996
4.139451995;1.370603925
4.163259155;1.484106264
4.182613673;1.601456959
4.19721837;1.722413719
4.206791607;1.846713983
4.211068628;1.974075973
4.209802812;2.104199836
4.202766868;2.236768866
4.189753928;2.371450807
4.170578563;2.507899221
4.145077703;2.645754928
4.113111459;2.784647493
4.074563842;2.924196782
4.029343382;3.064014542
3.97738364;3.203706042
3.918643607;3.342871723
3.853107996;3.481108887
3.78078742;3.618013398
3.701718454;3.753181385
3.615963591;3.886210956
3.523611078;4.0167039
3.424774641;4.144267375
3.319593098;4.268515576
3.208229867;4.389071374
3.090872359;4.50556792
2.967731272;4.617650199
2.83903978;4.724976549
2.705052621;4.827220103
2.5660451;4.924070188
2.422311991;5.015233639
2.27416636;5.100436047
2.121938307;5.179422924
1.965973633;5.251960783
1.806632437;5.317838123
1.644287657;5.376866326
1.47932354;5.428880451
1.312134083;5.473739926
1.143121416;5.511329135
0.972694152;5.541557901
0.801265719;5.564361848
0.629252657;5.579702667
0.45707291;5.587568254
0.285144115;5.587972745
0.113881882;5.580956431
-0.056301904;5.566585568
-0.225000775;5.544952061
-0.391815341;5.516173053
-0.556354921;5.48039039
-0.718239135;5.437769994
-0.877099455;5.388501117
-1.032580694;5.332795509
-1.184342443;5.270886473
-1.332060445;5.203027846
-1.475427886;5.129492874
-1.614156622;5.050573014
-1.747978314;4.966576659
-1.876645481;4.877827779
-1.999932458;4.784664514
-2.117636261;4.687437689
-2.229577345;4.586509287
-2.335600267;4.48225087
-2.435574239;4.375041965
-2.529393568;4.26526841
-2.616977994;4.153320681
-2.698272912;4.039592202
-2.773249475;3.924477634
-2.841904594;3.80837118
-2.904260821;3.691664873
-2.960366115;3.574746893
-3.010293499;3.457999897
-3.054140611;3.341799374
-3.092029141;3.226512039
-3.124104167;3.112494267
-3.150533383;3.000090573
-3.171506235;2.889632149
-3.187232957;2.781435465
-3.197943518;2.675800931
-3.203886481;2.573011641
-3.205327784;2.473332188
-3.202549444;2.377007569
-3.195848191;2.28426218
-3.185534036;2.195298897
-3.171928788;2.110298263
-3.155364517;2.029417775
-3.136181968;1.952791267
-3.114728949;1.880528413
-3.09135868;1.812714331
-3.066428125;1.749409296
-3.040296307;1.690648574
-3.013322619;1.636442361
-2.985865131;1.586775839
-2.958278906;1.541609342
-2.930914337;1.500878639
-2.904115494;1.464495321
-2.87821852;1.432347303
-2.853550045;1.404299431
-2.830425656;1.380194188
-2.809148415;1.359852512
-2.790007436;1.343074696
-2.773276525;1.329641398
-2.759212889;1.319314724
-2.748055922;1.311839407
-2.740026078;1.306944056
-2.735323816;1.304342481
-2.734128654;1.303735088
-2.736598304;1.30481033
-2.742867915;1.307246212
-2.753049412;1.310711851
-2.767230948;1.314869064
-2.785476456;1.319374003
-2.807825317;1.323878808
-2.834292137;1.328033277
-2.864866636;1.331486555
-2.899513652;1.333888822
-2.938173255;1.334892975
-2.980760977;1.334156306
-3.027168149;1.331342153
-3.077262356;1.326121531
-3.13088799;1.318174726
-3.187866913;1.30719285
-3.247999227;1.292879349
-3.311064137;1.274951456
-3.376820912;1.253141581
-3.445009934;1.22719864
-3.515353843;1.196889304
-3.587558749;1.161999174
-3.661315534;1.122333874
-3.736301214;1.077720046
-3.812180373;1.028006265
-3.888606649;0.973063848
-3.965224273;0.91278756
-4.041669657;0.847096228
-4.117573012;0.775933233
-4.19256;0.699266904
-4.266253412;0.617090796
-4.338274855;0.52942386
-4.408246454;0.436310492
-4.475792546;0.337820477
-4.540541377;0.234048817
-4.602126775;0.125115447
-4.660189809;0.011164835
-4.714380411;-0.107634516
-4.764358968;-0.231090687
-4.809797867;-0.358989058
-4.850382988;-0.491093124
-4.885815145;-0.627145415
-4.91581146;-0.766868503
-4.940106662;-0.909966106
-4.958454326;-1.056124267
-4.97062801;-1.205012622
-4.976422327;-1.356285738
-4.97565391;-1.509584514
-4.968162289;-1.664537655
-4.95381067;-1.820763189
-4.93248661;-1.977870043
-4.904102581;-2.135459653
-4.868596438;-2.293127616
-4.825931763;-2.450465362
-4.77609811;-2.607061848
-4.719111127;-2.762505273
-4.65501257;-2.916384781
-4.583870202;-3.068292181
