Al Mg3;
Déplacement (mm);Force (N)
1.10211063829787;4990.56
1.10211063829787;4990.56
1.10211063829787;5006.55
1.10211063829787;4990.56
1.10211063829787;5006.55
1.10211063829787;5022.55
1.10932340425532;4990.56
1.10932340425532;5006.55
1.10932340425532;5022.55
1.10932340425532;5038.54
1.11797872340426;5006.55
1.11797872340426;5022.55
1.11797872340426;5038.54
1.11797872340426;5022.55
1.11797872340426;5038.54
1.11797872340426;5022.55
1.11797872340426;5038.54
1.11797872340426;5038.54
1.11797872340426;5054.54
1.12663404255319;5022.55
1.12663404255319;5022.55
1.12663404255319;5022.55
1.12663404255319;5054.54
1.12663404255319;5054.54
1.12663404255319;5038.54
1.13384680851064;5022.55
1.13384680851064;5022.55
1.13384680851064;5022.55
1.13384680851064;5054.54
1.13384680851064;5022.55
1.13384680851064;5038.54
1.13384680851064;5054.54
1.14250212765957;5022.55
1.14250212765957;5038.54
1.14250212765957;5070.53
1.14250212765957;5054.54
1.14250212765957;5086.53
1.14250212765957;5102.52
1.14971489361702;5070.53
1.14971489361702;5070.53
1.14971489361702;5102.52
1.14971489361702;5102.52
1.14971489361702;5134.52
1.14971489361702;5118.52
1.14971489361702;5134.52
1.15837021276596;5102.52
1.15837021276596;5134.52
1.15837021276596;5118.52
1.15837021276596;5166.51
1.15837021276596;5086.53
1.15837021276596;5102.52
1.15837021276596;5118.52
1.15837021276596;5166.51
1.15837021276596;5134.52
1.16702553191489;5086.53
1.16702553191489;5134.52
1.16702553191489;5118.52
1.16702553191489;5102.52
1.16702553191489;5134.52
1.16702553191489;5134.52
1.17423829787234;5102.52
1.17423829787234;5118.52
1.17423829787234;5134.52
1.17423829787234;5134.52
1.17423829787234;5166.51
1.17423829787234;5166.51
1.18289361702128;5150.51
1.18289361702128;5150.51
1.18289361702128;5166.51
1.18289361702128;5134.52
1.18289361702128;5134.52
1.18289361702128;5118.52
1.18289361702128;5086.53
1.19010638297872;5102.52
1.19010638297872;5070.53
1.19010638297872;5070.53
1.19010638297872;5086.53
1.19010638297872;5070.53
1.19010638297872;5102.52
1.19010638297872;5118.52
1.19876170212766;5086.53
1.19876170212766;5102.52
1.19876170212766;5134.52
1.19876170212766;5118.52
1.19876170212766;5134.52
1.19876170212766;5150.51
1.2074170212766;5118.52
1.2074170212766;5134.52
1.2074170212766;5166.51
1.2074170212766;5150.51
1.2074170212766;5182.5
1.2074170212766;5102.52
1.2074170212766;5150.51
1.21462978723404;5150.51
1.21462978723404;5102.52
1.21462978723404;5102.52
1.21462978723404;5118.52
1.21462978723404;5134.52
1.21462978723404;5134.52
1.22328510638298;5118.52
1.22328510638298;5102.52
1.22328510638298;5150.51
1.22328510638298;5118.52
1.22328510638298;5118.52
1.22328510638298;5134.52
1.22328510638298;5150.51
1.22328510638298;5150.51
1.23194042553191;5118.52
1.23194042553191;5118.52
1.23194042553191;5118.52
1.23194042553191;5150.51
1.23194042553191;5150.51
1.23194042553191;5150.51
1.23915319148936;5134.52
1.23915319148936;5134.52
1.23915319148936;5134.52
1.23915319148936;5166.51
1.23915319148936;5150.51
1.23915319148936;5150.51
1.23915319148936;5150.51
1.2478085106383;5134.52
1.2478085106383;5134.52
1.2478085106383;5134.52
1.2478085106383;5134.52
1.2478085106383;5166.51
1.2478085106383;5150.51
1.2478085106383;5166.51
1.2478085106383;5166.51
1.25502127659574;5150.51
1.25502127659574;5150.51
1.25502127659574;5166.51
1.25502127659574;5150.51
1.25502127659574;5182.5
1.25502127659574;5182.5
1.26367659574468;5166.51
1.26367659574468;5166.51
1.26367659574468;5182.5
1.26367659574468;5166.51
1.26367659574468;5182.5
1.26367659574468;5166.51
1.26367659574468;5182.5
1.26367659574468;5166.51
1.26367659574468;5182.5
1.26367659574468;5182.5
1.26367659574468;5182.5
1.27233191489362;5166.51
1.27233191489362;5166.51
1.27233191489362;5182.5
1.27954468085106;5166.51
1.27954468085106;5166.51
1.27954468085106;5182.5
1.27954468085106;5166.51
1.27954468085106;5198.5
1.27954468085106;5166.51
1.27954468085106;5182.5
1.2882;5182.5
