X2 Cr Ni 19-11;
Déplacement (mm);Force (N)
1.04542;13276.16
1.04542;13292.16
1.04542;13260.17
1.04542;13276.16
1.04542;13244.17
1.04542;13260.17
1.04542;13260.17
1.04542;13276.16
1.04542;13276.16
1.04542;13308.15
1.04542;13324.15
1.04542;13340.14
1.05043;13340.14
1.05043;13356.14
1.05043;13340.14
1.05043;13340.14
1.05043;13308.15
1.05043;13308.15
1.05043;13276.16
1.05043;13292.16
1.05043;13260.17
1.05043;13276.16
1.05043;13260.17
1.05043;13276.16
1.05043;13276.16
1.05043;13292.16
1.054605;13292.16
1.054605;13324.15
1.054605;13324.15
1.054605;13340.14
1.054605;13340.14
1.054605;13356.14
1.054605;13340.14
1.054605;13356.14
1.054605;13340.14
1.054605;13340.14
1.054605;13308.15
1.059615;13324.15
1.059615;13292.16
1.059615;13308.15
1.059615;13292.16
1.059615;13308.15
1.059615;13308.15
1.059615;13340.14
1.059615;13340.14
1.059615;13356.14
1.059615;13356.14
1.059615;13372.13
1.059615;13356.14
1.059615;13356.14
1.059615;13340.14
1.059615;13340.14
1.059615;13324.15
1.064625;13324.15
1.064625;13308.15
1.064625;13308.15
1.064625;13308.15
1.064625;13324.15
1.064625;13340.14
1.064625;13356.14
1.064625;13388.13
1.0688;13372.13
1.0688;13388.13
1.0688;13404.12
1.0688;13388.13
1.0688;13388.13
1.0688;13356.14
1.0688;13356.14
1.0688;13340.14
1.0688;13340.14
1.0688;13324.15
1.0688;13340.14
1.07381;13324.15
1.07381;13356.14
1.07381;13356.14
1.07381;13388.13
1.07381;13388.13
1.07381;13404.12
1.07381;13404.12
1.07381;13420.12
1.07381;13404.12
1.07381;13404.12
1.07381;13372.13
1.07381;13388.13
1.07381;13356.14
1.07381;13372.13
1.07381;13356.14
1.07381;13372.13
1.07882;13356.14
1.07882;13372.13
1.07882;13372.13
1.07882;13404.12
1.07882;13404.12
1.07882;13420.12
1.07882;13420.12
1.07882;13436.12
1.07882;13420.12
1.07882;13436.12
1.07882;13404.12
1.07882;13420.12
1.07882;13388.13
1.07882;13388.13
1.082995;13356.14
1.082995;13372.13
1.082995;13356.14
1.082995;13372.13
1.082995;13372.13
1.082995;13388.13
1.082995;13388.13
1.082995;13420.12
1.082995;13420.12
1.082995;13452.11
1.088005;13452.11
1.088005;13468.11
1.088005;13452.11
1.088005;13468.11
1.088005;13436.12
1.088005;13436.12
1.088005;13420.12
1.088005;13420.12
1.088005;13388.13
1.088005;13404.12
1.088005;13372.13
1.088005;13404.12
1.088005;13404.12
1.088005;13436.12
1.09218;13388.13
1.09218;13404.12
1.09218;13436.12
1.09218;13452.11
1.09218;13452.11
1.09218;13468.11
1.09218;13452.11
1.09218;13468.11
1.09218;13436.12
1.09218;13452.11
1.09218;13420.12
1.09218;13436.12
1.09218;13404.12
1.09218;13420.12
1.09218;13420.12
1.09218;13436.12
1.09719;13436.12
1.09719;13468.11
1.09719;13468.11
1.09719;13484.1
1.09719;13484.1
1.09719;13500.1
1.09719;13484.1
1.09719;13500.1
1.09719;13468.11
1.09719;13436.12
1.1022;13468.11
1.1022;13436.12
1.1022;13420.12
1.1022;13420.12
1.1022;13420.12
1.1022;13436.12
1.1022;13452.11
1.1022;13484.1
1.1022;13484.1
1.1022;13500.1
1.1022;13516.09
1.106375;13500.1
1.106375;13500.1
1.106375;13500.1
1.106375;13484.1
1.106375;13500.1
1.106375;13468.11
1.106375;13484.1
1.106375;13452.11
1.106375;13468.11
1.106375;13468.11
1.106375;13484.1
1.106375;13468.11
1.106375;13500.1
1.106375;13484.1
1.106375;13500.1
1.111385;13500.1
1.111385;13516.09
1.111385;13516.09
1.111385;13532.09
1.111385;13516.09
1.111385;13532.09
1.111385;13516.09
1.111385;13532.09
1.111385;13500.1
1.111385;13516.09
1.111385;13484.1
1.111385;13500.1
1.111385;13484.1
1.111385;13500.1
1.11556;13468.11
1.11556;13468.11
1.11556;13500.1
1.11556;13516.09
1.11556;13516.09
1.11556;13532.09
1.11556;13532.09
1.11556;13548.08
1.11556;13532.09
1.11556;13532.09
1.12057;13516.09
1.12057;13532.09
1.12057;13500.1
1.12057;13500.1
1.12057;13484.1
1.12057;13500.1
1.12057;13484.1
1.12057;13516.09
1.12057;13516.09
1.12057;13532.09
1.12057;13548.08
1.12057;13564.08
1.12057;13564.08
1.12057;13580.07
1.12558;13564.08
1.12558;13580.07
1.12558;13548.08
1.12558;13548.08
1.12558;13516.09
1.12558;13532.09
1.12558;13500.1
1.12558;13516.09
1.12558;13500.1
1.12558;13532.09
1.12558;13532.09
1.12558;13548.08
1.12558;13564.08
1.129755;13548.08
1.129755;13564.08
1.129755;13580.07
1.129755;13580.07
1.129755;13580.07
1.129755;13564.08
1.129755;13580.07
1.129755;13548.08
1.129755;13564.08
1.129755;13532.09
1.129755;13548.08
1.129755;13532.09
1.134765;13548.08
1.134765;13548.08
1.134765;13564.08
1.134765;13564.08
1.134765;13580.07
1.134765;13580.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.134765;13596.07
1.139775;13612.06
1.139775;13596.07
1.139775;13596.07
1.139775;13596.07
1.139775;13596.07
1.139775;13596.07
1.139775;13596.07
1.139775;13580.07
1.139775;13580.07
1.139775;13564.08
1.14395;13564.08
1.14395;13564.08
1.14395;13596.07
1.14395;13596.07
1.14395;13596.07
1.14395;13596.07
1.14395;13612.06
1.14395;13612.06
1.14395;13628.06
1.14395;13612.06
1.14395;13612.06
1.14395;13612.06
1.14395;13596.07
1.14395;13596.07
1.14395;13596.07
1.14395;13596.07
1.14896;13612.06
1.14896;13596.07
1.14896;13596.07
1.14896;13596.07
1.14896;13612.06
1.14896;13612.06
1.14896;13644.06
1.153135;13644.06
1.153135;13660.05
1.153135;13644.06
1.153135;13660.05
1.153135;13644.06
1.153135;13644.06
1.153135;13644.06
1.153135;13644.06
1.153135;13612.06
1.153135;13612.06
1.153135;13596.07
1.153135;13596.07
1.153135;13596.07
1.153135;13596.07
1.153135;13612.06
1.158145;13596.07
1.158145;13612.06
1.158145;13644.06
1.158145;13644.06
1.158145;13660.05
1.158145;13660.05
1.158145;13676.05
1.158145;13660.05
1.158145;13676.05
1.158145;13660.05
1.158145;13644.06
1.158145;13628.06
1.163155;13660.05
1.163155;13644.06
1.163155;13628.06
1.163155;13612.06
1.163155;13612.06
1.163155;13612.06
1.163155;13628.06
1.163155;13644.06
1.163155;13660.05
1.163155;13676.05
1.163155;13692.04
1.163155;13692.04
1.163155;13692.04
1.163155;13692.04
1.16733;13692.04
1.16733;13692.04
1.16733;13692.04
1.16733;13692.04
1.16733;13692.04
1.16733;13676.05
1.16733;13660.05
1.16733;13644.06
1.16733;13644.06
1.16733;13628.06
1.17234;13628.06
1.17234;13628.06
1.17234;13644.06
1.17234;13660.05
1.17234;13676.05
1.17234;13676.05
1.17234;13708.04
1.17234;13692.04
1.17234;13708.04
1.17234;13692.04
1.17234;13708.04
1.17234;13692.04
1.17234;13692.04
1.17234;13676.05
1.17234;13676.05
1.176515;13692.04
1.176515;13676.05
1.176515;13676.05
1.176515;13692.04
1.176515;13692.04
1.176515;13708.04
1.176515;13708.04
1.176515;13740.03
1.176515;13740.03
1.181525;13724.03
1.181525;13724.03
1.181525;13740.03
1.181525;13724.03
1.181525;13724.03
1.181525;13708.04
1.181525;13692.04
1.181525;13676.05
1.181525;13676.05
1.181525;13676.05
1.181525;13676.05
1.181525;13676.05
1.181525;13692.04
1.181525;13724.03
1.181525;13724.03
1.181525;13740.03
1.186535;13692.04
1.186535;13740.03
1.186535;13756.02
1.186535;13740.03
1.186535;13756.02
1.186535;13740.03
1.186535;13756.02
1.186535;13740.03
1.186535;13756.02
1.186535;13740.03
1.19071;13740.03
1.19071;13740.03
1.19071;13724.03
1.19071;13724.03
1.19071;13740.03
1.19071;13724.03
1.19071;13740.03
1.19071;13724.03
1.19071;13740.03
1.19071;13708.04
1.19071;13724.03
1.19071;13740.03
1.19071;13756.02
1.19572;13724.03
1.19572;13724.03
1.19572;13740.03
1.19572;13740.03
1.19572;13756.02
1.19572;13740.03
1.19572;13756.02
1.19572;13772.02
1.19572;13756.02
1.19572;13772.02
1.19572;13756.02
1.19572;13772.02
1.19572;13740.03
1.19572;13740.03
1.19572;13708.04
1.19572;13724.03
1.19572;13724.03
1.20073;13692.04
1.20073;13708.04
1.20073;13740.03
1.20073;13740.03
1.20073;13756.02
1.20073;13772.02
1.20073;13788.01
1.20073;13788.01
1.20073;13804.01
1.20073;13788.01
1.20073;13804.01
1.20073;13788.01
1.20073;13804.01
1.204905;13804.01
1.204905;13804.01
1.204905;13804.01
1.204905;13804.01
1.204905;13804.01
1.204905;13788.01
1.204905;13772.02
1.204905;13772.02
1.204905;13756.02
1.204905;13756.02
1.204905;13756.02
1.204905;13756.02
1.204905;13772.02
1.204905;13788.01
1.209915;13740.03
1.209915;13740.03
1.209915;13756.02
1.209915;13772.02
1.209915;13788.01
1.209915;13804.01
1.209915;13804.01
1.209915;13820
1.21409;13804.01
1.21409;13820
1.21409;13804.01
1.21409;13820
1.21409;13804.01
1.21409;13836
1.21409;13820
1.21409;13836
1.21409;13820
1.21409;13820
1.21409;13788.01
1.21409;13804.01
1.21409;13772.02
1.21409;13788.01
1.21409;13804.01
1.2191;13772.02
1.2191;13804.01
1.2191;13820
1.2191;13820
1.2191;13852
1.2191;13836
1.2191;13852
1.2191;13836
1.2191;13852
1.2191;13820
1.2191;13836
1.2191;13804.01
1.2191;13820
1.2191;13820
1.22411;13804.01
1.22411;13804.01
1.22411;13836
1.22411;13820
1.22411;13836
1.22411;13836
1.22411;13852
1.22411;13852
1.22411;13867.99
1.22411;13852
1.22411;13867.99
1.22411;13852
1.22411;13867.99
1.22411;13852
1.228285;13836
1.228285;13836
1.228285;13852
1.228285;13820
1.228285;13852
1.228285;13836
1.228285;13852
1.228285;13852
1.228285;13867.99
1.228285;13883.99
1.233295;13867.99
1.233295;13883.99
1.233295;13899.98
1.233295;13883.99
1.233295;13899.98
1.233295;13867.99
1.233295;13883.99
1.233295;13852
1.233295;13867.99
1.233295;13836
1.233295;13867.99
1.233295;13867.99
1.233295;13867.99
1.233295;13883.99
1.23747;13836
1.23747;13852
1.23747;13867.99
1.23747;13867.99
1.23747;13899.98
1.23747;13883.99
1.23747;13899.98
1.23747;13867.99
1.23747;13883.99
1.23747;13867.99
1.23747;13883.99
1.24248;13852
1.24248;13883.99
1.24248;13852
1.24248;13867.99
1.24248;13867.99
1.24248;13883.99
1.24248;13867.99
1.24248;13899.98
1.24248;13899.98
1.24248;13915.98
1.24248;13915.98
1.24248;13931.97
1.24248;13931.97
1.24248;13931.97
1.24749;13915.98
1.24749;13915.98
1.24749;13899.98
1.24749;13915.98
1.24749;13899.98
1.24749;13915.98
1.24749;13883.99
1.24749;13899.98
1.24749;13883.99
1.24749;13899.98
1.24749;13867.99
1.24749;13899.98
1.251665;13883.99
1.251665;13899.98
1.251665;13899.98
1.251665;13915.98
1.251665;13899.98
1.251665;13915.98
1.251665;13915.98
1.251665;13931.97
1.251665;13915.98
1.251665;13931.97
1.251665;13915.98
1.251665;13931.97
1.251665;13931.97
1.251665;13915.98
1.256675;13915.98
1.256675;13915.98
1.256675;13899.98
1.256675;13915.98
1.256675;13899.98
1.256675;13915.98
1.256675;13915.98
1.256675;13947.97
1.256675;13963.96
1.256675;13979.96
1.26085;13947.97
1.26085;13963.96
1.26085;13963.96
1.26085;13979.96
1.26085;13963.96
1.26085;13963.96
1.26085;13947.97
1.26085;13947.97
1.26085;13931.97
1.26085;13931.97
1.26085;13915.98
1.26085;13915.98
1.26085;13915.98
1.26085;13931.97
1.26085;13947.97
1.26586;13931.97
1.26586;13947.97
1.26586;13963.96
1.26586;13947.97
1.26586;13963.96
1.26586;13947.97
1.26586;13963.96
1.26586;13963.96
1.26586;13963.96
1.26586;13963.96
1.27087;13947.97
1.27087;13963.96
1.27087;13963.96
1.27087;13947.97
1.27087;13963.96
1.27087;13963.96
1.27087;13963.96
1.27087;13963.96
1.27087;13979.96
1.275045;13979.96
1.275045;13979.96
1.275045;13979.96
1.275045;13979.96
1.275045;13979.96
1.275045;13979.96
1.275045;13979.96
1.275045;13979.96
1.275045;13963.96
1.275045;13963.96
1.275045;13947.97
1.275045;13963.96
1.275045;13947.97
1.275045;13963.96
1.275045;13947.97
1.275045;13979.96
1.275045;13963.96
1.275045;13995.95
1.275045;13995.95
1.275045;14011.95
1.280055;14011.95
1.280055;14011.95
1.280055;13995.95
1.280055;14011.95
1.280055;13995.95
1.280055;13995.95
1.280055;13963.96
1.280055;13979.96
1.280055;13947.97
1.280055;13963.96
1.285065;13931.97
1.285065;13947.97
1.285065;13931.97
1.285065;13979.96
1.285065;13979.96
1.285065;14011.95
1.285065;14011.95
1.285065;14043.94
1.285065;14027.94
1.285065;14043.94
1.285065;14043.94
1.285065;14059.93
1.28924;14027.94
1.28924;14043.94
1.28924;14011.95
1.28924;14027.94
1.28924;13995.95
1.28924;14011.95
1.28924;13979.96
1.28924;14011.95
1.28924;13995.95
1.28924;14011.95
1.28924;14011.95
1.28924;14043.94
1.28924;14043.94
1.28924;14043.94
1.29425;14027.94
1.29425;14043.94
1.29425;14027.94
1.29425;14043.94
1.29425;14011.95
1.29425;14027.94
1.29425;13995.95
1.29425;14011.95
1.29425;13995.95
1.29425;14011.95
1.298425;13979.96
1.298425;13979.96
1.298425;13995.95
1.298425;14043.94
1.298425;14043.94
1.298425;14075.93
1.298425;14059.93
1.298425;14075.93
1.298425;14075.93
1.298425;14091.93
1.298425;14075.93
1.298425;14059.93
1.298425;14043.94
1.303435;14059.93
1.303435;14043.94
1.303435;14027.94
1.303435;13995.95
1.303435;14011.95
1.303435;13995.95
1.303435;14011.95
1.303435;13995.95
1.303435;14027.94
1.303435;14011.95
1.303435;14043.94
1.303435;14043.94
1.303435;14075.93
1.303435;14091.93
1.308445;14059.93
1.308445;14075.93
1.308445;14107.92
1.308445;14075.93
1.308445;14091.93
1.308445;14059.93
1.308445;14059.93
1.308445;14027.94
1.308445;14043.94
1.308445;14011.95
1.308445;14027.94
1.308445;14043.94
1.31262;14011.95
1.31262;14043.94
1.31262;14075.93
1.31262;14075.93
1.31262;14107.92
1.31262;14091.93
1.31262;14107.92
1.31262;14107.92
1.31262;14107.92
1.31262;14091.93
1.31262;14107.92
1.31262;14091.93
1.31262;14107.92
1.31262;14075.93
1.31262;14091.93
1.31262;14059.93
1.31262;14059.93
1.31763;14059.93
1.31763;14027.94
1.31763;14043.94
1.31763;14075.93
1.31763;14059.93
1.31763;14091.93
1.31763;14107.92
1.31763;14123.92
1.321805;14091.93
1.321805;14107.92
1.321805;14107.92
1.321805;14123.92
1.321805;14107.92
1.321805;14123.92
1.321805;14091.93
1.321805;14091.93
1.321805;14075.93
1.321805;14091.93
1.321805;14075.93
1.321805;14091.93
1.326815;14091.93
1.326815;14123.92
1.326815;14123.92
1.326815;14139.91
1.326815;14139.91
1.326815;14155.91
1.326815;14123.92
1.326815;14139.91
1.326815;14107.92
1.326815;14123.92
1.326815;14091.93
1.326815;14091.93
1.326815;14091.93
1.326815;14075.93
1.326815;14107.92
1.331825;14075.93
1.331825;14091.93
1.331825;14123.92
1.331825;14123.92
1.331825;14139.91
1.331825;14139.91
1.331825;14155.91
1.331825;14155.91
1.331825;14155.91
1.331825;14123.92
1.331825;14139.91
1.336;14139.91
1.336;14139.91
1.336;14107.92
1.336;14123.92
1.336;14107.92
1.336;14123.92
1.336;14123.92
1.336;14139.91
1.336;14139.91
1.336;14171.9
1.336;14187.9
1.34101;14155.91
1.34101;14171.9
1.34101;14187.9
1.34101;14171.9
1.34101;14171.9
1.34101;14139.91
1.34101;14155.91
1.34101;14123.92
1.34101;14123.92
1.34101;14107.92
1.34101;14123.92
1.34101;14139.91
1.34602;14107.92
1.34602;14123.92
1.34602;14171.9
1.34602;14155.91
1.34602;14187.9
1.34602;14171.9
1.34602;14187.9
1.34602;14171.9
1.34602;14187.9
1.34602;14155.91
1.34602;14171.9
1.34602;14139.91
1.34602;14155.91
1.34602;14139.91
1.350195;14123.92
1.350195;14123.92
1.350195;14139.91
1.350195;14139.91
1.350195;14171.9
1.350195;14171.9
1.350195;14187.9
1.350195;14171.9
1.350195;14203.89
1.350195;14187.9
1.350195;14219.89
1.350195;14203.89
1.350195;14219.89
1.350195;14187.9
1.350195;14203.89
1.350195;14171.9
1.350195;14187.9
1.350195;14171.9
1.355205;14155.91
1.355205;14139.91
1.355205;14171.9
1.355205;14139.91
1.355205;14171.9
1.355205;14155.91
1.355205;14187.9
1.355205;14203.89
1.355205;14219.89
1.35938;14187.9
1.35938;14203.89
1.35938;14203.89
1.35938;14219.89
1.35938;14203.89
1.35938;14219.89
1.35938;14187.9
1.35938;14203.89
1.35938;14203.89
1.36439;14187.9
1.36439;14171.9
1.36439;14203.89
1.36439;14203.89
1.36439;14219.89
1.36439;14219.89
1.36439;14235.88
1.36439;14219.89
1.36439;14251.88
1.36439;14251.88
1.36439;14219.89
1.36439;14235.88
1.36439;14219.89
1.36439;14187.9
1.3694;14235.88
1.3694;14203.89
1.3694;14171.9
1.3694;14171.9
1.3694;14187.9
1.3694;14187.9
1.3694;14203.89
1.3694;14203.89
1.3694;14235.88
1.3694;14219.89
1.3694;14251.88
1.3694;14235.88
1.3694;14267.87
1.3694;14267.87
1.373575;14251.88
1.373575;14235.88
1.373575;14251.88
1.373575;14219.89
1.373575;14235.88
1.373575;14187.9
1.373575;14203.89
1.373575;14171.9
1.373575;14187.9
1.373575;14171.9
1.373575;14203.89
1.373575;14235.88
1.373575;14267.87
1.378585;14203.89
1.378585;14235.88
1.378585;14251.88
1.378585;14283.87
1.378585;14267.87
1.378585;14283.87
1.378585;14251.88
1.378585;14267.87
1.378585;14235.88
1.378585;14251.88
1.378585;14235.88
1.38276;14219.89
1.38276;14219.89
1.38276;14251.88
1.38276;14251.88
1.38276;14267.87
1.38276;14267.87
1.38276;14283.87
1.38276;14283.87
1.38276;14299.87
1.38276;14283.87
1.38276;14267.87
1.38276;14251.88
1.38276;14235.88
1.38276;14219.89
1.38276;14235.88
1.38777;14267.87
1.38777;14251.88
1.38777;14235.88
1.38777;14219.89
1.38777;14203.89
1.38777;14203.89
1.38777;14219.89
1.38777;14267.87
1.38777;14267.87
1.38777;14299.87
1.38777;14283.87
1.38777;14315.86
1.38777;14331.86
1.39278;14315.86
1.39278;14299.87
1.39278;14315.86
1.39278;14283.87
1.39278;14283.87
1.39278;14267.87
1.39278;14267.87
1.39278;14267.87
1.39278;14283.87
1.396955;14251.88
1.396955;14267.87
1.396955;14267.87
1.396955;14299.87
1.396955;14283.87
1.396955;14299.87
1.396955;14283.87
1.396955;14299.87
1.396955;14299.87
1.396955;14315.86
1.396955;14299.87
1.396955;14315.86
1.396955;14299.87
1.396955;14315.86
1.396955;14315.86
1.401965;14299.87
1.401965;14299.87
1.401965;14315.86
1.401965;14299.87
1.401965;14315.86
1.401965;14315.86
1.401965;14315.86
1.406975;14299.87
1.406975;14299.87
1.406975;14283.87
1.406975;14299.87
1.406975;14267.87
1.406975;14283.87
1.406975;14267.87
1.406975;14283.87
1.406975;14267.87
1.406975;14283.87
1.406975;14283.87
1.406975;14299.87
1.406975;14299.87
1.406975;14315.86
1.406975;14315.86
1.406975;14331.86
1.406975;14347.85
1.406975;14347.85
1.41115;14331.86
1.41115;14331.86
1.41115;14331.86
1.41115;14347.85
1.41115;14331.86
1.41115;14331.86
1.41115;14315.86
1.41115;14331.86
1.41115;14299.87
1.41115;14315.86
1.41115;14299.87
1.41115;14299.87
1.41115;14315.86
1.41616;14299.87
1.41616;14283.87
1.41616;14283.87
1.41616;14299.87
1.41616;14315.86
1.41616;14315.86
1.41616;14347.85
1.41616;14331.86
1.41616;14363.85
1.41616;14363.85
1.41616;14379.84
1.420335;14347.85
1.420335;14347.85
1.420335;14379.84
1.420335;14363.85
1.420335;14363.85
1.420335;14379.84
1.420335;14363.85
1.420335;14363.85
1.420335;14347.85
1.420335;14347.85
1.420335;14331.86
1.420335;14331.86
1.420335;14331.86
1.425345;14331.86
1.425345;14315.86
1.425345;14315.86
1.425345;14315.86
1.425345;14347.85
1.425345;14347.85
1.425345;14379.84
1.425345;14379.84
1.425345;14395.84
1.430355;14363.85
1.430355;14363.85
1.430355;14379.84
1.430355;14395.84
1.430355;14363.85
1.430355;14379.84
1.430355;14347.85
1.430355;14363.85
1.430355;14331.86
1.430355;14347.85
1.430355;14315.86
1.430355;14347.85
1.430355;14331.86
1.430355;14363.85
1.430355;14411.83
1.43453;14363.85
1.43453;14395.84
1.43453;14379.84
1.43453;14395.84
1.43453;14411.83
1.43453;14395.84
1.43453;14411.83
1.43453;14379.84
1.43453;14395.84
1.43453;14363.85
1.43453;14379.84
1.43453;14363.85
1.43453;14379.84
1.43453;14411.83
1.43954;14347.85
1.43954;14347.85
1.43954;14363.85
1.43954;14395.84
1.43954;14427.83
1.43954;14411.83
1.43954;14427.83
1.43954;14411.83
1.43954;14427.83
1.43954;14395.84
1.43954;14379.84
1.43954;14363.85
1.443715;14395.84
1.443715;14363.85
1.443715;14347.85
1.443715;14347.85
1.443715;14379.84
1.443715;14379.84
1.443715;14411.83
1.443715;14411.83
1.443715;14443.82
1.443715;14427.83
1.443715;14459.82
1.443715;14427.83
1.443715;14459.82
1.443715;14427.83
1.443715;14411.83
1.443715;14395.84
1.448725;14427.83
1.448725;14395.84
1.448725;14379.84
1.448725;14379.84
1.448725;14411.83
1.448725;14395.84
1.448725;14411.83
1.448725;14427.83
1.453735;14411.83
1.453735;14427.83
1.453735;14443.82
1.453735;14427.83
1.453735;14443.82
1.453735;14427.83
1.453735;14443.82
1.453735;14411.83
1.453735;14427.83
1.453735;14427.83
1.453735;14427.83
1.453735;14427.83
1.45791;14411.83
1.45791;14395.84
1.45791;14395.84
1.45791;14411.83
1.45791;14427.83
1.45791;14427.83
1.45791;14459.82
1.45791;14443.82
1.45791;14459.82
1.45791;14443.82
1.45791;14475.81
1.45791;14443.82
1.45791;14475.81
1.45791;14443.82
1.45791;14459.82
1.45791;14443.82
1.45791;14443.82
1.46292;14427.83
1.46292;14411.83
1.46292;14411.83
1.46292;14443.82
1.46292;14427.83
1.46292;14459.82
1.46292;14443.82
1.46292;14475.81
1.46292;14459.82
1.46292;14491.81
1.46292;14491.81
1.46793;14475.81
1.46793;14475.81
1.46793;14491.81
1.46793;14459.82
1.46793;14475.81
1.46793;14443.82
1.46793;14443.82
1.46793;14427.83
1.46793;14427.83
1.46793;14443.82
1.472105;14411.83
1.472105;14411.83
1.472105;14411.83
1.472105;14443.82
1.472105;14475.81
1.472105;14475.81
1.472105;14491.81
1.472105;14475.81
1.472105;14507.81
1.472105;14507.81
1.472105;14507.81
1.472105;14491.81
1.477115;14491.81
1.477115;14491.81
1.477115;14491.81
1.477115;14475.81
1.477115;14475.81
1.477115;14459.82
1.477115;14459.82
1.477115;14443.82
1.477115;14459.82
1.477115;14475.81
1.477115;14491.81
1.477115;14507.81
1.477115;14507.81
1.477115;14507.81
1.48129;14443.82
1.48129;14475.81
1.48129;14491.81
1.48129;14491.81
1.48129;14491.81
1.48129;14491.81
1.48129;14507.81
1.48129;14491.81
1.48129;14491.81
1.48129;14475.81
1.48129;14491.81
1.48129;14475.81
1.48129;14491.81
1.48129;14475.81
1.48129;14507.81
1.48129;14507.81
1.48129;14523.8
1.4863;14491.81
1.4863;14491.81
1.4863;14507.81
1.4863;14523.8
1.4863;14507.81
1.4863;14523.8
1.4863;14507.81
1.4863;14523.8
1.49131;14507.81
1.49131;14523.8
1.49131;14507.81
1.49131;14523.8
1.49131;14507.81
1.49131;14507.81
1.49131;14459.82
1.49131;14443.82
1.49131;14395.84
1.49131;14379.84
1.49131;14331.86
1.49131;14315.86
1.49131;14267.87
1.49131;14267.87
1.49131;14235.88
1.49131;14187.9
1.49131;14155.91
1.49131;14091.93
1.49131;14059.93
1.49131;14043.94
1.49131;14043.94
1.49131;14027.94
1.49131;14027.94
1.49131;14011.95
1.49131;14011.95
1.49131;13995.95
1.49131;14011.95
1.49131;13979.96
1.49131;13995.95
1.49131;13979.96
1.49131;13979.96
1.49131;13963.96
1.49131;13979.96
1.49131;13947.97
1.49131;13963.96
1.49131;13931.97
1.49131;13963.96
1.49131;13931.97
1.49131;13947.97
1.49131;13915.98
1.49131;13931.97
1.49131;13915.98
1.49131;13931.97
1.49131;13899.98
1.49131;13915.98
1.49131;13899.98
1.49131;13915.98
1.49131;13883.99
1.49131;13899.98
1.49131;13883.99
1.49131;13899.98
1.49131;13899.98
1.49131;13867.99
1.49131;13883.99
1.49131;13867.99
1.49131;13867.99
1.49131;13852
1.49131;13867.99
1.49131;13852
1.49131;13867.99
1.49131;13836
1.49131;13852
1.49131;13852
1.49131;13836
1.49131;13852
1.49131;13820
1.49131;13836
1.49131;13820
1.49131;13836
1.49131;13820
1.49131;13836
1.49131;13804.01
1.49131;13820
1.49131;13804.01
1.49131;13820
1.49131;13804.01
1.49131;13836
1.49131;13963.96
1.49131;14139.91
1.49131;14411.83
1.495485;14235.88
1.495485;14107.92
1.495485;14059.93
1.495485;13883.99
1.495485;13836
1.495485;14267.87
1.495485;14475.81
1.495485;14555.79
1.495485;14555.79
1.495485;14571.79
1.495485;14523.8
1.495485;14523.8
1.495485;14507.81
1.495485;14475.81
1.495485;14491.81
1.495485;14523.8
1.500495;14507.81
1.500495;14491.81
1.500495;14523.8
1.500495;14571.79
1.500495;14571.79
1.500495;14603.78
1.500495;14587.78
1.500495;14603.78
1.500495;14603.78
1.50467;14587.78
1.50467;14587.78
1.50467;14603.78
1.50467;14571.79
1.50467;14571.79
1.50467;14555.79
1.50467;14555.79
1.50467;14539.8
1.50467;14539.8
1.50467;14523.8
1.50467;14539.8
1.50467;14523.8
1.50467;14555.79
1.50467;14571.79
1.50467;14571.79
1.50467;14587.78
1.50968;14523.8
1.50968;14523.8
1.50968;14555.79
1.50968;14555.79
1.50968;14555.79
1.50968;14571.79
1.50968;14587.78
1.50968;14571.79
1.50968;14587.78
1.50968;14571.79
1.50968;14587.78
1.50968;14571.79
1.50968;14587.78
1.50968;14587.78
1.51469;14571.79
1.51469;14571.79
1.51469;14587.78
1.51469;14555.79
1.51469;14571.79
1.51469;14555.79
1.51469;14571.79
1.51469;14555.79
1.51469;14571.79
1.51469;14587.78
1.51469;14587.78
1.51469;14587.78
1.518865;14571.79
1.518865;14571.79
1.518865;14571.79
1.518865;14571.79
1.518865;14587.78
1.518865;14571.79
1.518865;14587.78
1.518865;14571.79
1.518865;14603.78
1.518865;14587.78
1.518865;14603.78
1.518865;14603.78
1.523875;14571.79
1.523875;14571.79
1.523875;14603.78
1.523875;14571.79
1.523875;14587.78
1.523875;14571.79
1.523875;14587.78
1.523875;14571.79
1.523875;14587.78
1.523875;14603.78
1.523875;14619.77
1.523875;14619.77
1.528885;14571.79
1.528885;14587.78
1.528885;14603.78
1.528885;14603.78
1.528885;14619.77
1.528885;14603.78
1.528885;14619.77
1.528885;14603.78
1.528885;14619.77
1.528885;14603.78
1.528885;14619.77
1.528885;14619.77
1.53306;14603.78
1.53306;14587.78
1.53306;14619.77
1.53306;14587.78
1.53306;14619.77
1.53306;14587.78
1.53306;14603.78
1.53306;14587.78
1.53306;14619.77
1.53306;14587.78
1.53306;14619.77
1.53306;14603.78
1.53306;14603.78
1.53306;14603.78
1.53306;14603.78
1.53306;14635.77
1.53807;14587.78
1.53807;14587.78
1.53807;14587.78
1.53807;14587.78
1.53807;14603.78
1.53807;14619.77
1.53807;14651.76
1.53807;14635.77
1.53807;14667.76
1.53807;14651.76
