X2 Cr Ni 19-11;
Déplacement (mm);Force (N)
0.525215;11132.78
0.525215;11132.78
0.525215;11148.78
0.525215;11148.78
0.525215;11164.77
0.525215;11164.77
0.525215;11180.77
0.525215;11196.76
0.525215;11196.76
0.530225;11196.76
0.530225;11196.76
0.530225;11196.76
0.530225;11196.76
0.530225;11196.76
0.530225;11196.76
0.530225;11196.76
0.530225;11196.76
0.530225;11180.77
0.530225;11180.77
0.530225;11180.77
0.530225;11180.77
0.530225;11180.77
0.530225;11180.77
0.530225;11196.76
0.530225;11228.75
0.5344;11196.76
0.5344;11212.76
0.5344;11244.75
0.5344;11244.75
0.5344;11260.74
0.5344;11260.74
0.5344;11260.74
0.5344;11244.75
0.5344;11244.75
0.5344;11228.75
0.5344;11228.75
0.5344;11228.75
0.53941;11212.76
0.53941;11212.76
0.53941;11212.76
0.53941;11212.76
0.53941;11212.76
0.53941;11212.76
0.53941;11212.76
0.53941;11228.75
0.53941;11244.75
0.53941;11244.75
0.53941;11260.74
0.53941;11260.74
0.53941;11276.74
0.53941;11276.74
0.543585;11276.74
0.543585;11260.74
0.543585;11260.74
0.543585;11244.75
0.543585;11260.74
0.543585;11244.75
0.543585;11260.74
0.543585;11260.74
0.543585;11276.74
0.548595;11276.74
0.548595;11292.73
0.548595;11308.73
0.548595;11308.73
0.548595;11308.73
0.548595;11308.73
0.548595;11308.73
0.548595;11308.73
0.548595;11308.73
0.548595;11292.73
0.548595;11292.73
0.548595;11292.73
0.548595;11292.73
0.548595;11292.73
0.548595;11292.73
0.548595;11308.73
0.548595;11308.73
0.553605;11324.73
0.553605;11340.72
0.553605;11340.72
0.553605;11356.72
0.553605;11340.72
0.553605;11340.72
0.553605;11340.72
0.55778;11324.73
0.55778;11324.73
0.55778;11324.73
0.55778;11308.73
0.55778;11308.73
0.55778;11308.73
0.55778;11292.73
0.55778;11308.73
0.55778;11308.73
0.55778;11324.73
0.55778;11340.72
0.55778;11356.72
0.55778;11372.71
0.55778;11388.71
0.56279;11388.71
0.56279;11388.71
0.56279;11388.71
0.56279;11372.71
0.56279;11372.71
0.56279;11372.71
0.56279;11356.72
0.56279;11372.71
0.56279;11356.72
0.56279;11340.72
0.566965;11356.72
0.566965;11340.72
0.566965;11340.72
0.566965;11340.72
0.566965;11340.72
0.566965;11356.72
0.566965;11356.72
0.566965;11372.71
0.566965;11388.71
0.566965;11404.7
0.566965;11420.7
0.566965;11420.7
0.566965;11420.7
0.566965;11404.7
0.566965;11404.7
0.571975;11420.7
0.571975;11404.7
0.571975;11404.7
0.571975;11404.7
0.571975;11404.7
0.571975;11404.7
0.571975;11404.7
0.571975;11404.7
0.571975;11404.7
0.571975;11404.7
0.571975;11420.7
0.571975;11420.7
0.571975;11420.7
0.571975;11436.69
0.576985;11420.7
0.576985;11436.69
0.576985;11436.69
0.576985;11436.69
0.576985;11436.69
0.576985;11436.69
0.576985;11420.7
0.58116;11436.69
0.58116;11420.7
0.58116;11420.7
0.58116;11420.7
0.58116;11436.69
0.58116;11436.69
0.58116;11452.69
0.58116;11468.68
0.58116;11484.68
0.58116;11484.68
0.58116;11484.68
0.58116;11500.67
0.58116;11484.68
0.58116;11484.68
0.58116;11468.68
0.58617;11468.68
0.58617;11452.69
0.58617;11468.68
0.58617;11452.69
0.58617;11468.68
0.58617;11468.68
0.58617;11468.68
0.58617;11484.68
0.58617;11484.68
0.58617;11484.68
0.59118;11484.68
0.59118;11484.68
0.59118;11484.68
0.59118;11468.68
0.59118;11468.68
0.59118;11468.68
0.59118;11468.68
0.59118;11468.68
0.59118;11484.68
0.59118;11500.67
0.59118;11516.67
0.59118;11532.67
0.59118;11532.67
0.59118;11548.66
0.59118;11548.66
0.595355;11532.67
0.595355;11532.67
0.595355;11516.67
0.595355;11516.67
0.595355;11500.67
0.595355;11500.67
0.595355;11500.67
0.595355;11500.67
0.595355;11484.68
0.595355;11500.67
0.595355;11484.68
0.595355;11500.67
0.595355;11516.67
0.595355;11532.67
0.600365;11532.67
0.600365;11564.66
0.600365;11564.66
0.600365;11580.65
0.600365;11580.65
0.600365;11580.65
0.600365;11580.65
0.600365;11580.65
0.60454;11564.66
0.60454;11564.66
0.60454;11548.66
0.60454;11548.66
0.60454;11548.66
0.60454;11548.66
0.60454;11548.66
0.60454;11548.66
0.60454;11548.66
0.60454;11564.66
0.60454;11548.66
0.60454;11548.66
0.60454;11548.66
0.60454;11548.66
0.60454;11532.67
0.60454;11548.66
0.60454;11548.66
0.60955;11564.66
0.60955;11564.66
0.60955;11580.65
0.60955;11596.65
0.60955;11612.64
0.60955;11612.64
0.60955;11628.64
0.60955;11612.64
0.60955;11612.64
0.60955;11596.65
0.60955;11580.65
0.61456;11596.65
0.61456;11580.65
0.61456;11580.65
0.61456;11580.65
0.61456;11580.65
0.61456;11596.65
0.61456;11596.65
0.61456;11612.64
0.61456;11628.64
0.61456;11644.63
0.61456;11644.63
0.61456;11644.63
0.618735;11644.63
0.618735;11644.63
0.618735;11628.64
0.618735;11628.64
0.618735;11612.64
0.618735;11612.64
0.618735;11612.64
0.618735;11628.64
0.618735;11628.64
0.618735;11628.64
0.618735;11628.64
0.618735;11644.63
0.618735;11644.63
0.618735;11644.63
0.618735;11644.63
0.623745;11644.63
0.623745;11628.64
0.623745;11628.64
0.623745;11628.64
0.623745;11628.64
0.623745;11628.64
0.623745;11644.63
0.623745;11644.63
0.623745;11660.63
0.623745;11660.63
0.623745;11676.62
0.623745;11676.62
0.623745;11692.62
0.623745;11692.62
0.62792;11692.62
0.62792;11692.62
0.62792;11692.62
0.62792;11676.62
0.62792;11676.62
0.62792;11660.63
0.62792;11676.62
0.62792;11660.63
0.62792;11708.61
0.63293;11676.62
0.63293;11660.63
0.63293;11676.62
0.63293;11692.62
0.63293;11692.62
0.63293;11724.61
0.63293;11724.61
0.63293;11724.61
0.63293;11708.61
0.63293;11708.61
0.63293;11692.62
0.63293;11692.62
0.63293;11676.62
0.63293;11692.62
0.63293;11676.62
0.63293;11676.62
0.63293;11676.62
0.63794;11692.62
0.63794;11708.61
0.63794;11724.61
0.63794;11740.61
0.63794;11756.6
0.63794;11756.6
0.63794;11756.6
0.63794;11756.6
0.642115;11756.6
0.642115;11740.61
0.642115;11740.61
0.642115;11724.61
0.642115;11724.61
0.642115;11708.61
0.642115;11724.61
0.642115;11708.61
0.642115;11724.61
0.642115;11724.61
0.642115;11740.61
0.642115;11740.61
0.642115;11756.6
0.647125;11756.6
0.647125;11772.6
0.647125;11772.6
0.647125;11772.6
0.647125;11772.6
0.647125;11772.6
0.647125;11756.6
0.647125;11756.6
0.647125;11740.61
0.647125;11756.6
0.647125;11740.61
0.652135;11756.6
0.652135;11740.61
0.652135;11756.6
0.652135;11772.6
0.652135;11788.59
0.652135;11788.59
0.652135;11804.59
0.652135;11804.59
0.652135;11820.58
0.652135;11804.59
0.652135;11788.59
0.652135;11772.6
0.652135;11772.6
0.652135;11772.6
0.652135;11756.6
0.65631;11772.6
0.65631;11772.6
0.65631;11772.6
0.65631;11788.59
0.65631;11804.59
0.65631;11820.58
0.65631;11836.58
0.65631;11852.57
0.65631;11852.57
0.65631;11852.57
0.65631;11836.58
0.66132;11836.58
0.66132;11820.58
0.66132;11804.59
0.66132;11788.59
0.66132;11788.59
0.66132;11772.6
0.66132;11788.59
0.66132;11788.59
0.66132;11804.59
0.66132;11804.59
0.66132;11820.58
0.66132;11820.58
0.66132;11836.58
0.66132;11836.58
0.66132;11852.57
0.665495;11852.57
0.665495;11868.57
0.665495;11868.57
0.665495;11868.57
0.665495;11852.57
0.665495;11852.57
0.665495;11836.58
0.665495;11836.58
0.665495;11836.58
0.665495;11852.57
0.665495;11852.57
0.670505;11852.57
0.670505;11868.57
0.670505;11868.57
0.670505;11868.57
0.670505;11884.56
0.670505;11884.56
0.670505;11884.56
0.670505;11868.57
0.670505;11868.57
0.670505;11836.58
0.675515;11852.57
0.675515;11852.57
0.675515;11836.58
0.675515;11836.58
0.675515;11852.57
0.675515;11852.57
0.675515;11884.56
0.675515;11900.56
0.675515;11916.55
0.675515;11932.55
0.675515;11932.55
0.675515;11932.55
0.675515;11932.55
0.67969;11916.55
0.67969;11916.55
0.67969;11900.56
0.67969;11900.56
0.67969;11868.57
0.67969;11884.56
0.67969;11868.57
0.67969;11868.57
0.67969;11868.57
0.67969;11884.56
0.67969;11884.56
0.67969;11900.56
0.67969;11916.55
0.6847;11932.55
0.6847;11948.55
0.6847;11948.55
0.6847;11948.55
0.6847;11948.55
0.6847;11932.55
0.6847;11932.55
0.6847;11916.55
0.6847;11932.55
0.6847;11916.55
0.6847;11916.55
0.6847;11900.56
0.6847;11916.55
0.688875;11916.55
0.688875;11932.55
0.688875;11948.55
0.688875;11964.54
0.688875;11964.54
0.688875;11980.54
0.688875;11980.54
0.688875;11980.54
0.688875;11964.54
0.688875;11964.54
0.688875;11932.55
0.688875;11932.55
0.688875;11916.55
0.688875;11932.55
0.693885;11916.55
0.693885;11932.55
0.693885;11932.55
0.693885;11948.55
0.693885;11964.54
0.693885;11980.54
0.693885;11996.53
0.693885;12012.53
0.693885;12012.53
0.693885;12028.52
0.693885;12012.53
0.698895;12012.53
0.698895;11996.53
0.698895;11996.53
0.698895;11980.54
0.698895;11980.54
0.698895;11964.54
0.698895;11964.54
0.698895;11964.54
0.70307;11980.54
0.70307;11964.54
0.70307;11980.54
0.70307;11964.54
0.70307;11980.54
0.70307;11980.54
0.70307;11996.53
0.70307;11996.53
0.70307;12012.53
0.70307;12028.52
0.70307;12028.52
0.70307;12028.52
0.70307;12028.52
0.70307;12028.52
0.70307;12012.53
0.70307;11996.53
0.70307;12012.53
0.70307;11996.53
0.70307;11996.53
0.70808;12012.53
0.70808;12012.53
0.70808;11996.53
0.70808;12012.53
0.70808;12012.53
0.70808;12028.52
0.70808;12044.52
0.70808;12060.51
0.70808;12060.51
0.71309;12076.51
0.71309;12060.51
0.71309;12060.51
0.71309;12044.52
0.71309;12044.52
0.71309;12028.52
0.71309;12028.52
0.71309;12012.53
0.71309;12028.52
0.71309;12028.52
0.71309;12060.51
0.71309;12060.51
0.71309;12076.51
0.71309;12076.51
0.71309;12076.51
0.71309;12092.5
0.717265;12076.51
0.717265;12076.51
0.717265;12076.51
0.717265;12060.51
0.717265;12060.51
0.717265;12044.52
0.717265;12044.52
0.717265;12028.52
0.717265;12044.52
0.717265;12044.52
0.717265;12092.5
0.722275;12060.51
0.722275;12060.51
0.722275;12076.51
0.722275;12108.5
0.722275;12108.5
0.722275;12124.49
0.722275;12124.49
0.722275;12140.49
0.722275;12124.49
0.722275;12124.49
0.722275;12092.5
0.722275;12092.5
0.722275;12060.51
0.722275;12076.51
0.72645;12076.51
0.72645;12076.51
0.72645;12076.51
0.72645;12092.5
0.72645;12092.5
0.72645;12108.5
0.72645;12108.5
0.72645;12124.49
0.72645;12124.49
0.72645;12140.49
0.72645;12124.49
0.73146;12140.49
0.73146;12124.49
0.73146;12124.49
0.73146;12092.5
0.73146;12108.5
0.73146;12076.51
0.73146;12092.5
0.73146;12092.5
0.73146;12108.5
0.73146;12108.5
0.73146;12124.49
0.73146;12140.49
0.73647;12156.49
0.73647;12156.49
0.73647;12172.48
0.73647;12156.49
0.73647;12156.49
0.73647;12156.49
0.73647;12156.49
0.73647;12140.49
0.73647;12140.49
0.73647;12124.49
0.73647;12124.49
0.73647;12108.5
0.73647;12124.49
0.73647;12124.49
0.73647;12140.49
0.73647;12188.48
0.740645;12140.49
0.740645;12172.48
0.740645;12172.48
0.740645;12204.47
0.740645;12204.47
0.740645;12204.47
0.740645;12204.47
0.740645;12188.48
0.740645;12188.48
0.740645;12156.49
0.740645;12156.49
0.740645;12156.49
0.745655;12156.49
0.745655;12140.49
0.745655;12156.49
0.745655;12156.49
0.745655;12172.48
0.745655;12188.48
0.745655;12204.47
0.745655;12204.47
0.745655;12220.47
0.745655;12204.47
0.745655;12220.47
0.745655;12204.47
0.745655;12204.47
0.74983;12204.47
0.74983;12204.47
0.74983;12188.48
0.74983;12188.48
0.74983;12172.48
0.74983;12188.48
0.74983;12172.48
0.74983;12188.48
0.74983;12188.48
0.75484;12204.47
0.75484;12220.47
0.75484;12236.46
0.75484;12236.46
0.75484;12252.46
0.75484;12252.46
0.75484;12252.46
0.75484;12220.47
0.75484;12220.47
0.75484;12204.47
0.75484;12204.47
0.75484;12188.48
0.75484;12204.47
0.75484;12188.48
0.75484;12204.47
0.75985;12204.47
0.75985;12236.46
0.75985;12236.46
0.75985;12252.46
0.75985;12268.45
0.75985;12284.45
0.75985;12268.45
0.75985;12284.45
0.75985;12268.45
0.75985;12252.46
0.75985;12236.46
0.75985;12252.46
0.75985;12236.46
0.75985;12236.46
0.75985;12220.47
0.75985;12252.46
0.764025;12252.46
0.764025;12268.45
0.764025;12268.45
0.764025;12284.45
0.764025;12284.45
0.764025;12300.44
0.764025;12284.45
0.764025;12300.44
0.769035;12284.45
0.769035;12284.45
0.769035;12252.46
0.769035;12268.45
0.769035;12252.46
0.769035;12252.46
0.769035;12252.46
0.769035;12268.45
0.769035;12268.45
0.769035;12316.44
0.774045;12300.44
0.774045;12300.44
0.774045;12316.44
0.774045;12316.44
0.774045;12316.44
0.774045;12316.44
0.774045;12300.44
0.774045;12300.44
0.774045;12284.45
0.774045;12284.45
0.774045;12268.45
0.774045;12268.45
0.774045;12252.46
0.774045;12268.45
0.774045;12268.45
0.774045;12284.45
0.77822;12300.44
0.77822;12316.44
0.77822;12332.43
0.77822;12348.43
0.77822;12348.43
0.77822;12364.43
0.77822;12348.43
0.77822;12348.43
0.77822;12332.43
0.77822;12300.44
0.77822;12316.44
0.77822;12300.44
0.78323;12332.43
0.78323;12316.44
0.78323;12316.44
0.78323;12316.44
0.78323;12316.44
0.78323;12332.43
0.78323;12332.43
0.78323;12364.43
0.78323;12364.43
0.78323;12380.42
0.78323;12364.43
0.787405;12364.43
0.787405;12348.43
0.787405;12348.43
0.787405;12316.44
0.787405;12332.43
0.787405;12316.44
0.787405;12332.43
0.787405;12316.44
0.787405;12332.43
0.787405;12332.43
0.787405;12364.43
0.787405;12364.43
0.787405;12396.42
0.787405;12396.42
0.787405;12412.41
0.787405;12396.42
0.792415;12396.42
0.792415;12380.42
0.792415;12380.42
0.792415;12364.43
0.792415;12364.43
0.792415;12332.43
0.792415;12348.43
0.792415;12332.43
0.792415;12348.43
0.792415;12348.43
0.792415;12380.42
0.792415;12380.42
0.797425;12396.42
0.797425;12412.41
0.797425;12428.41
0.797425;12412.41
0.797425;12428.41
0.797425;12396.42
0.797425;12396.42
0.797425;12380.42
0.797425;12396.42
0.8016;12380.42
0.8016;12396.42
0.8016;12380.42
0.8016;12412.41
0.8016;12412.41
0.8016;12428.41
0.8016;12428.41
0.8016;12444.4
0.8016;12444.4
0.8016;12444.4
0.8016;12428.41
0.8016;12428.41
0.8016;12412.41
0.8016;12412.41
0.8016;12380.42
0.8016;12396.42
0.80661;12380.42
0.80661;12396.42
0.80661;12396.42
0.80661;12412.41
0.80661;12428.41
0.80661;12444.4
0.80661;12460.4
0.80661;12476.39
0.80661;12476.39
0.80661;12476.39
0.80661;12460.4
0.80661;12460.4
0.810785;12444.4
0.810785;12444.4
0.810785;12412.41
0.810785;12412.41
0.810785;12396.42
0.810785;12412.41
0.810785;12396.42
0.810785;12428.41
0.810785;12428.41
0.810785;12460.4
0.810785;12460.4
0.810785;12476.39
0.810785;12476.39
0.810785;12492.39
0.810785;12492.39
0.815795;12492.39
0.815795;12476.39
0.815795;12476.39
0.815795;12460.4
0.815795;12460.4
0.815795;12444.4
0.815795;12460.4
0.815795;12444.4
0.815795;12460.4
0.815795;12460.4
0.815795;12492.39
0.815795;12492.39
0.815795;12508.38
0.820805;12508.38
0.820805;12524.38
0.820805;12508.38
0.820805;12508.38
0.820805;12492.39
0.820805;12492.39
0.820805;12460.4
0.820805;12460.4
0.820805;12444.4
0.82498;12460.4
0.82498;12444.4
0.82498;12476.39
0.82498;12476.39
0.82498;12508.38
0.82498;12508.38
0.82498;12540.37
0.82498;12540.37
0.82498;12540.37
0.82498;12524.38
0.82498;12540.37
0.82498;12524.38
0.82498;12524.38
0.82498;12508.38
0.82498;12508.38
0.82498;12508.38
0.82999;12524.38
0.82999;12508.38
0.82999;12524.38
0.82999;12508.38
0.82999;12524.38
0.82999;12524.38
0.82999;12540.37
0.82999;12540.37
0.82999;12556.37
0.82999;12540.37
0.82999;12556.37
0.835;12540.37
0.835;12540.37
0.835;12524.38
0.835;12524.38
0.835;12508.38
0.835;12524.38
0.835;12508.38
0.835;12524.38
0.835;12524.38
0.835;12540.37
0.835;12540.37
0.835;12556.37
0.835;12572.36
0.835;12588.36
0.835;12572.36
0.835;12588.36
0.835;12556.37
0.839175;12572.36
0.839175;12572.36
0.839175;12540.37
0.839175;12524.38
0.839175;12540.37
0.839175;12524.38
0.839175;12540.37
0.839175;12540.37
0.839175;12556.37
0.839175;12556.37
0.844185;12588.36
0.844185;12588.36
0.844185;12604.36
0.844185;12620.35
0.844185;12636.35
0.844185;12620.35
0.844185;12620.35
0.844185;12588.36
0.844185;12588.36
0.844185;12572.36
0.844185;12572.36
0.844185;12556.37
0.844185;12540.37
0.84836;12556.37
0.84836;12556.37
0.84836;12556.37
0.84836;12572.36
0.84836;12588.36
0.84836;12604.36
0.84836;12604.36
0.84836;12620.35
0.84836;12636.35
0.84836;12620.35
0.84836;12636.35
0.85337;12620.35
0.85337;12604.36
0.85337;12604.36
0.85337;12588.36
0.85337;12604.36
0.85337;12588.36
0.85337;12604.36
0.85337;12588.36
0.85337;12604.36
0.85337;12604.36
0.85337;12636.35
0.85337;12636.35
0.85337;12652.34
0.85838;12652.34
0.85838;12668.34
0.85838;12652.34
0.85838;12652.34
0.85838;12636.35
0.85838;12636.35
0.85838;12620.35
0.85838;12620.35
0.85838;12604.36
0.85838;12604.36
0.85838;12588.36
0.85838;12604.36
0.85838;12588.36
0.85838;12604.36
0.85838;12620.35
0.862555;12636.35
0.862555;12652.34
0.862555;12668.34
0.862555;12668.34
0.862555;12684.33
0.862555;12684.33
0.862555;12684.33
0.862555;12652.34
0.862555;12652.34
0.862555;12636.35
0.862555;12636.35
0.862555;12620.35
0.862555;12636.35
0.862555;12652.34
0.867565;12636.35
0.867565;12652.34
0.867565;12668.34
0.867565;12668.34
0.867565;12684.33
0.867565;12684.33
0.867565;12700.33
0.867565;12700.33
0.867565;12700.33
0.867565;12684.33
0.867565;12700.33
0.867565;12668.34
0.867565;12684.33
0.87174;12652.34
0.87174;12668.34
0.87174;12652.34
0.87174;12668.34
0.87174;12668.34
0.87174;12684.33
0.87174;12700.33
0.87174;12716.32
0.87174;12716.32
0.87174;12732.32
0.87675;12716.32
0.87675;12732.32
0.87675;12716.32
0.87675;12716.32
0.87675;12700.33
0.87675;12700.33
0.87675;12668.34
0.87675;12668.34
0.87675;12652.34
0.87675;12668.34
0.87675;12668.34
0.87675;12684.33
0.87675;12732.32
0.87675;12748.31
0.88176;12700.33
0.88176;12716.32
0.88176;12748.31
0.88176;12764.31
0.88176;12748.31
0.88176;12748.31
0.88176;12716.32
0.88176;12732.32
0.88176;12700.33
0.88176;12716.32
0.88176;12716.32
0.88176;12716.32
0.885935;12700.33
0.885935;12700.33
0.885935;12716.32
0.885935;12732.32
0.885935;12732.32
0.885935;12748.31
0.885935;12748.31
0.885935;12764.31
0.885935;12748.31
0.885935;12764.31
0.885935;12748.31
0.885935;12764.31
0.885935;12732.32
0.885935;12748.31
0.885935;12716.32
0.885935;12732.32
0.885935;12716.32
0.885935;12732.32
0.890945;12716.32
0.890945;12748.31
0.890945;12748.31
0.890945;12764.31
0.890945;12764.31
0.890945;12780.3
0.895955;12780.3
0.895955;12796.3
0.895955;12796.3
0.895955;12812.3
0.895955;12812.3
0.895955;12812.3
0.895955;12796.3
0.895955;12796.3
0.895955;12780.3
0.895955;12780.3
0.895955;12764.31
0.895955;12764.31
0.895955;12732.32
0.895955;12748.31
0.895955;12716.32
0.895955;12748.31
0.90013;12732.32
0.90013;12764.31
0.90013;12780.3
0.90013;12796.3
0.90013;12812.3
0.90013;12828.29
0.90013;12828.29
0.90013;12844.29
0.90013;12828.29
0.90013;12828.29
0.90514;12796.3
0.90514;12796.3
0.90514;12780.3
0.90514;12780.3
0.90514;12764.31
0.90514;12780.3
0.90514;12764.31
0.90514;12780.3
0.90514;12780.3
0.90514;12796.3
0.909315;12812.3
0.909315;12828.29
0.909315;12828.29
0.909315;12860.28
0.909315;12844.29
0.909315;12860.28
0.909315;12844.29
0.909315;12844.29
0.909315;12828.29
0.909315;12828.29
0.909315;12812.3
0.909315;12812.3
0.909315;12796.3
0.909315;12812.3
0.909315;12796.3
0.909315;12828.29
0.914325;12828.29
0.914325;12844.29
0.914325;12844.29
0.914325;12860.28
0.914325;12860.28
0.914325;12876.28
0.914325;12860.28
0.914325;12860.28
0.914325;12844.29
0.914325;12828.29
0.914325;12844.29
0.919335;12844.29
0.919335;12828.29
0.919335;12844.29
0.919335;12828.29
0.919335;12844.29
0.919335;12844.29
0.919335;12860.28
0.919335;12860.28
0.919335;12876.28
0.919335;12876.28
0.919335;12892.27
0.919335;12892.27
0.919335;12908.27
0.919335;12892.27
0.919335;12892.27
0.919335;12892.27
0.92351;12876.28
0.92351;12860.28
0.92351;12876.28
0.92351;12860.28
0.92351;12876.28
0.92351;12860.28
0.92351;12876.28
0.92351;12876.28
0.92351;12892.27
0.92351;12892.27
0.92351;12908.27
0.92351;12908.27
0.92351;12924.26
0.92852;12908.27
0.92852;12908.27
0.92852;12876.28
0.92852;12892.27
0.92852;12860.28
0.92852;12876.28
0.92852;12844.29
0.92852;12860.28
0.92852;12860.28
0.92852;12876.28
0.932695;12876.28
0.932695;12908.27
0.932695;12908.27
0.932695;12924.26
0.932695;12924.26
0.932695;12940.26
0.932695;12924.26
0.932695;12940.26
0.932695;12908.27
0.932695;12924.26
0.932695;12908.27
0.932695;12908.27
0.932695;12892.27
0.932695;12908.27
0.937705;12892.27
0.937705;12924.26
0.937705;12908.27
0.937705;12940.26
0.937705;12940.26
0.937705;12956.25
0.937705;12940.26
0.937705;12956.25
0.937705;12940.26
0.937705;12956.25
0.937705;12940.26
0.937705;12940.26
0.942715;12924.26
0.942715;12924.26
0.942715;12908.27
0.942715;12908.27
0.942715;12892.27
0.942715;12908.27
0.942715;12908.27
0.942715;12940.26
0.942715;12940.26
0.942715;12972.25
0.942715;12972.25
0.942715;12988.24
0.94689;12972.25
0.94689;12988.24
0.94689;12972.25
0.94689;12972.25
0.94689;12940.26
0.94689;12956.25
0.94689;12940.26
0.94689;12956.25
0.94689;12940.26
0.94689;12956.25
0.94689;12956.25
0.94689;12972.25
0.94689;12972.25
0.94689;12988.24
0.94689;12988.24
0.94689;13004.24
0.9519;12988.24
0.9519;13004.24
0.9519;12972.25
0.9519;12988.24
0.9519;12956.25
0.9519;12972.25
0.9519;12956.25
0.9519;12972.25
0.9519;12972.25
0.95691;12956.25
0.95691;12972.25
0.95691;12956.25
0.95691;12972.25
0.95691;12988.24
0.95691;12988.24
0.95691;13020.24
0.95691;13004.24
0.95691;13020.24
0.95691;13004.24
0.95691;13020.24
0.95691;12988.24
0.95691;13004.24
0.95691;12972.25
0.961085;12972.25
0.961085;12956.25
0.961085;12972.25
0.961085;12956.25
0.961085;12988.24
0.961085;12988.24
0.961085;13020.24
0.961085;13020.24
0.961085;13052.23
0.961085;13052.23
0.961085;13068.22
0.961085;13052.23
0.966095;13052.23
0.966095;13036.23
0.966095;13036.23
0.966095;13020.24
0.966095;13020.24
0.966095;13004.24
0.966095;13020.24
0.966095;12988.24
0.966095;13004.24
0.966095;12988.24
0.966095;12988.24
0.97027;12988.24
0.97027;13004.24
0.97027;13020.24
0.97027;13036.23
0.97027;13036.23
0.97027;13052.23
0.97027;13052.23
0.97027;13068.22
0.97027;13052.23
0.97027;13052.23
0.97027;13052.23
0.97027;13052.23
0.97027;13036.23
0.97027;13052.23
0.97528;13068.22
0.97528;13036.23
0.97528;13036.23
0.97528;13036.23
0.97528;13036.23
0.97528;13052.23
0.97528;13036.23
0.97528;13052.23
0.97528;13052.23
0.97528;13068.22
0.98029;13084.22
0.98029;13100.21
0.98029;13084.22
0.98029;13100.21
0.98029;13084.22
0.98029;13084.22
0.98029;13068.22
0.98029;13068.22
0.98029;13052.23
0.98029;13068.22
0.98029;13068.22
0.98029;13084.22
0.984465;13052.23
0.984465;13052.23
0.984465;13084.22
0.984465;13100.21
0.984465;13100.21
0.984465;13116.21
0.984465;13116.21
0.984465;13116.21
0.984465;13100.21
0.984465;13100.21
0.984465;13084.22
0.984465;13068.22
0.984465;13068.22
0.989475;13084.22
0.989475;13052.23
0.989475;13052.23
0.989475;13052.23
0.989475;13084.22
0.989475;13084.22
0.989475;13100.21
0.989475;13100.21
0.989475;13132.2
0.989475;13116.21
0.989475;13148.2
0.989475;13132.2
0.989475;13148.2
0.989475;13132.2
0.99365;13116.21
0.99365;13100.21
0.99365;13100.21
0.99365;13084.22
0.99365;13100.21
0.99365;13068.22
0.99365;13084.22
0.99365;13084.22
0.99365;13100.21
0.99365;13100.21
0.99365;13116.21
0.99866;13116.21
0.99866;13132.2
0.99866;13132.2
0.99866;13148.2
0.99866;13148.2
0.99866;13148.2
0.99866;13148.2
0.99866;13148.2
0.99866;13132.2
0.99866;13132.2
0.99866;13116.21
0.99866;13132.2
0.99866;13116.21
0.99866;13132.2
0.99866;13116.21
1.00367;13148.2
1.00367;13132.2
1.00367;13148.2
1.00367;13148.2
1.00367;13164.19
1.00367;13164.19
1.00367;13180.19
1.00367;13180.19
1.00367;13180.19
1.00367;13164.19
1.00367;13164.19
1.007845;13148.2
1.007845;13148.2
1.007845;13116.21
1.007845;13132.2
1.007845;13116.21
1.007845;13132.2
1.007845;13132.2
1.007845;13164.19
1.007845;13164.19
1.007845;13180.19
1.007845;13180.19
1.007845;13212.18
1.012855;13196.18
1.012855;13212.18
1.012855;13180.19
1.012855;13180.19
1.012855;13164.19
1.012855;13164.19
1.012855;13148.2
1.012855;13148.2
1.012855;13148.2
1.012855;13164.19
1.012855;13148.2
1.012855;13180.19
1.012855;13180.19
1.012855;13196.18
1.012855;13196.18
1.012855;13212.18
1.017865;13212.18
1.017865;13228.18
1.017865;13212.18
1.017865;13228.18
1.017865;13228.18
1.017865;13228.18
1.017865;13212.18
1.017865;13212.18
1.017865;13196.18
1.017865;13164.19
1.02204;13196.18
1.02204;13180.19
1.02204;13148.2
1.02204;13180.19
1.02204;13164.19
1.02204;13196.18
1.02204;13196.18
1.02204;13228.18
1.02204;13228.18
1.02204;13244.17
1.02204;13244.17
1.02204;13260.17
1.02204;13244.17
1.02705;13228.18
1.02705;13212.18
1.02705;13212.18
1.02705;13196.18
1.02705;13196.18
1.02705;13180.19
1.02705;13212.18
1.02705;13196.18
1.02705;13228.18
1.02705;13260.17
1.02705;13276.16
1.031225;13228.18
1.031225;13260.17
1.031225;13276.16
1.031225;13260.17
1.031225;13244.17
1.031225;13260.17
1.031225;13228.18
1.031225;13244.17
1.031225;13228.18
1.031225;13228.18
1.031225;13212.18
1.031225;13228.18
1.031225;13212.18
1.031225;13228.18
1.031225;13228.18
1.031225;13244.17
1.031225;13244.17
1.031225;13260.17
1.031225;13276.16
1.036235;13260.17
1.036235;13276.16
1.036235;13292.16
1.036235;13276.16
1.036235;13276.16
1.036235;13260.17
1.036235;13260.17
1.036235;13244.17
1.036235;13244.17
1.036235;13228.18
1.036235;13244.17
1.041245;13228.18
1.041245;13244.17
1.041245;13244.17
1.041245;13276.16
1.041245;13276.16
1.041245;13292.16
1.041245;13292.16
1.041245;13324.15
1.041245;13308.15
1.04542;13308.15
1.04542;13308.15
1.04542;13292.16
