PVC;
Déplacement (mm);Force (N)
13.87;783.77
13.87;799.77
13.87;799.77
13.87;799.77
13.87;799.77
13.93;783.77
13.93;783.77
13.93;783.77
13.93;783.77
13.93;799.77
13.93;799.77
13.98;783.77
13.98;767.78
13.98;799.77
13.98;799.77
13.98;799.77
14.04;783.77
14.04;767.78
14.04;783.77
14.04;799.77
14.04;799.77
14.04;799.77
14.09;783.77
14.09;767.78
14.09;767.78
14.09;799.77
14.09;767.78
14.09;799.77
14.09;799.77
14.15;767.78
14.15;767.78
14.15;799.77
14.15;767.78
14.15;799.77
14.15;767.78
14.15;799.77
14.15;799.77
14.15;799.77
14.15;799.77
14.21;767.78
14.21;767.78
14.21;767.78
14.21;767.78
14.21;799.77
14.21;799.77
14.26;767.78
14.26;767.78
14.26;799.77
14.26;767.78
14.26;799.77
14.26;799.77
14.32;767.78
14.32;767.78
14.32;783.77
14.32;783.77
14.32;783.77
14.38;767.78
14.38;767.78
14.38;767.78
14.38;799.77
14.38;767.78
14.38;783.77
14.38;799.77
14.43;767.78
14.43;767.78
14.43;783.77
14.43;767.78
14.43;783.77
14.43;783.77
14.43;783.77
14.49;767.78
14.49;767.78
14.49;767.78
14.49;783.77
14.49;767.78
14.49;783.77
14.49;783.77
14.54;767.78
14.54;767.78
14.54;783.77
14.54;767.78
14.54;783.77
14.54;767.78
14.54;783.77
14.54;783.77
14.6;767.78
14.6;767.78
14.6;783.77
14.6;767.78
14.6;783.77
14.6;783.77
14.66;767.78
14.66;767.78
14.66;783.77
14.66;767.78
14.66;783.77
14.66;783.77
14.71;767.78
14.71;767.78
14.71;783.77
14.71;767.78
14.71;783.77
14.71;783.77
14.77;767.78
14.77;767.78
14.77;783.77
14.77;767.78
14.77;783.77
14.77;767.78
14.77;783.77
14.77;783.77
14.82;751.78
14.82;767.78
14.82;783.77
14.82;783.77
14.82;783.77
14.82;783.77
14.88;767.78
14.88;767.78
14.88;767.78
14.88;767.78
14.88;783.77
14.88;783.77
14.94;767.78
14.94;767.78
14.94;783.77
14.94;767.78
14.94;783.77
14.94;783.77
14.99;751.78
14.99;751.78
14.99;783.77
14.99;767.78
14.99;783.77
14.99;783.77
14.99;783.77
15.05;767.78
15.05;751.78
15.05;751.78
15.05;783.77
15.05;751.78
15.05;783.77
15.05;767.78
15.1;751.78
15.1;751.78
15.1;767.78
15.1;783.77
15.1;767.78
15.1;767.78
15.16;751.78
15.16;751.78
15.16;751.78
15.16;751.78
15.16;767.78
15.16;751.78
15.16;767.78
15.16;767.78
15.22;751.78
15.22;751.78
15.22;767.78
15.22;751.78
15.22;767.78
15.22;767.78
15.22;767.78
15.27;751.78
15.27;751.78
15.27;751.78
15.27;767.78
15.27;751.78
15.27;767.78
15.27;767.78
15.33;751.78
15.33;751.78
15.33;767.78
15.33;751.78
15.33;767.78
15.33;767.78
15.39;751.78
15.39;751.78
15.39;767.78
15.39;751.78
15.39;767.78
15.39;767.78
15.44;751.78
15.44;751.78
15.44;767.78
15.44;751.78
15.44;767.78
15.44;751.78
15.44;767.78
15.44;767.78
15.5;751.78
15.5;751.78
15.5;767.78
15.5;751.78
15.5;767.78
15.5;767.78
15.55;751.78
15.55;751.78
15.55;767.78
15.55;751.78
15.55;751.78
15.55;751.78
15.55;751.78
15.55;767.78
15.61;751.78
15.61;751.78
15.61;751.78
15.61;751.78
15.61;751.78
15.67;735.79
15.67;751.78
15.67;735.79
15.67;751.78
15.67;751.78
15.67;751.78
15.72;735.79
15.72;735.79
15.72;735.79
15.72;751.78
15.72;735.79
15.72;751.78
15.72;735.79
15.72;751.78
15.72;751.78
15.78;735.79
15.78;735.79
15.78;751.78
15.78;735.79
15.78;751.78
15.78;735.79
15.78;751.78
15.83;735.79
15.83;751.78
15.83;735.79
15.83;751.78
15.83;751.78
15.89;735.79
15.89;735.79
15.89;751.78
15.89;735.79
15.89;751.78
15.89;735.79
15.95;735.79
15.95;735.79
15.95;751.78
15.95;735.79
15.95;735.79
16;735.79
16;735.79
16;735.79
16;735.79
16;735.79
16;735.79
16;735.79
16.06;735.79
16.06;735.79
16.06;735.79
16.06;719.79
16.06;735.79
16.06;719.79
16.06;735.79
16.06;735.79
16.12;719.79
16.12;719.79
16.12;735.79
16.12;719.79
16.12;735.79
16.12;735.79
16.12;735.79
16.17;719.79
16.17;719.79
16.17;719.79
16.17;735.79
16.17;719.79
16.17;735.79
16.17;735.79
16.23;719.79
16.23;719.79
16.23;719.79
16.23;719.79
16.23;719.79
16.23;719.79
16.28;719.79
16.28;719.79
16.28;719.79
16.28;703.8
16.28;719.79
16.28;719.79
16.28;719.79
16.34;703.8
16.34;719.79
16.34;703.8
16.34;719.79
16.34;703.8
16.34;719.79
16.4;703.8
16.4;703.8
16.4;703.8
16.4;703.8
16.4;703.8
16.4;703.8
16.45;703.8
16.45;703.8
16.45;703.8
16.45;703.8
16.45;687.8
16.45;703.8
16.45;687.8
16.45;703.8
16.45;703.8
16.51;687.8
16.51;687.8
16.51;687.8
16.51;687.8
16.51;687.8
16.51;687.8
16.51;687.8
16.56;671.81
16.56;687.8
16.56;671.81
16.56;671.81
16.56;671.81
16.56;671.81
16.62;655.81
16.62;671.81
16.62;655.81
16.62;655.81
16.79;63.98
16.85;47.99
16.85;31.99
16.85;0
16.85;0
16.9;0
16.9;0
16.9;0
16.9;0
16.9;0
16.9;0
16.9;0
16.96;0
16.96;0
16.96;0
16.96;0
16.96;0
16.96;0
16.96;0
17.01;0
17.01;0
17.01;0
17.01;0
17.01;0
17.07;0
17.07;0
17.07;0
17.07;0
17.07;0
17.07;0
17.13;0
17.13;0
17.13;0
17.13;0
17.13;0
17.13;0
17.13;0
17.18;0
17.18;0
17.18;0
17.18;0
17.18;0
17.18;0
17.18;0
17.18;0
17.24;0
17.24;0
17.24;0
17.24;0
17.24;0
17.24;0
17.24;0
17.24;0
17.29;0
17.29;0
17.29;0
17.29;0
17.29;0
17.35;0
17.35;0
17.35;0
17.35;0
17.35;0
17.35;0
17.35;0
17.41;0
17.41;0
17.41;0
17.41;0
17.41;0
17.41;0
17.41;0
17.41;0
17.46;0
17.46;0
17.46;0
17.46;0
17.46;0
17.46;0
17.52;0
17.52;0
17.52;0
17.52;0
17.52;0
17.52;0
17.52;0
17.52;0
17.58;0
17.58;0
17.58;0
17.58;0
17.58;0
17.58;0
17.58;0
17.63;0
17.63;0
17.63;0
17.63;0
17.63;0
17.63;0
17.69;0
17.69;0
17.69;0
17.69;0
17.69;0
17.69;0
17.69;0
17.74;0
17.74;0
17.74;0
17.74;0
17.74;0
17.8;0
17.8;0
17.8;0
17.8;0
17.8;0
17.8;0
17.8;0
17.8;0
17.86;0
17.86;0
17.86;0
17.86;0
17.86;0
17.86;0
17.86;0
17.86;0
17.86;0
17.86;0
17.91;0
17.91;0
17.91;0
17.91;0
17.91;0
17.91;0
17.97;0
17.97;0
17.97;0
17.97;0
17.97;0
17.97;0
18.02;0
18.02;0
18.02;0
18.02;0
18.02;0
18.02;0
18.02;0
18.02;0
18.08;0
18.08;0
18.08;0
18.08;0
18.08;0
18.08;0
18.14;0
18.14;0
18.14;0
18.14;0
18.14;0
18.14;0
18.19;0
18.19;0
18.19;0
18.19;0
18.19;0
18.19;0
18.19;0
18.19;0
18.25;0
18.25;0
18.25;0
18.25;0
18.25;0
18.25;0
18.31;0
18.31;0
18.31;0
18.31;0
18.36;0
18.36;0
18.36;0
18.36;0
18.36;0
18.36;0
18.36;0
18.36;0
18.42;0
18.42;0
18.42;0
18.42;0
18.42;0
18.42;0
18.42;0
18.42;0
18.42;0
18.42;0
18.47;0
18.47;0
18.47;0
18.47;0
18.47;0
18.47;0
18.47;0
18.47;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.53;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.59;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.64;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.7;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;16
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;16
18.75;0
18.75;0
18.75;0
18.75;16
18.75;16
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;0
18.75;16
18.75;0
18.75;0
18.75;0
18.75;16
