Az_1;Az_2
0,423550512;1,178359044
0,424305871;1,18019164
0,425061361;1,182024236
0,425816981;1,183856831
0,426572731;1,185689427
0,427328611;1,187522023
0,42808462;1,189354618
0,428840758;1,191187214
0,429597024;1,19301981
0,430353418;1,194852406
0,43110994;1,196685001
0,431866589;1,198517597
0,432623364;1,200350193
0,433380266;1,202182788
0,434137294;1,204015384
0,434894448;1,20584798
0,435651726;1,207680576
0,436409129;1,209513171
0,437166656;1,211345767
0,437924308;1,213178363
0,438682082;1,215010958
0,43943998;1,216843554
0,440198001;1,21867615
0,440956143;1,220508745
0,441714408;1,222341341
0,442472794;1,224173937
0,443231301;1,226006533
0,443989929;1,227839128
0,444748677;1,229671724
0,445507545;1,23150432
0,446266532;1,233336915
0,447025639;1,235169511
0,447784864;1,237002107
0,448544208;1,238834703
0,449303669;1,240667298
0,450062256;1,242499894
0,450822945;1,24433249
0,451582758;1,246165085
0,452342687;1,247997681
0,453102733;1,249830277
0,453862894;1,251662872
0,45462317;1,253495468
0,455383561;1,255328064
0,456144067;1,25716066
0,456904686;1,258993255
0,45766542;1,260825851
0,458426266;1,262658447
0,459187226;1,264491042
0,459948298;1,266323638
0,460709483;1,268156234
0,461470779;1,269988829
0,462232187;1,271821425
0,462993706;1,273654021
0,463755335;1,275486617
0,464517075;1,277319212
0,465278925;1,279151808
0,466040885;1,280984404
0,466802953;1,282816999
0,467565131;1,284649595
0,468327417;1,286482191
0,469089811;1,288314786
0,469852313;1,290147382
0,470614923;1,291979978
0,471377639;1,293812574
0,472140463;1,295645169
0,472903392;1,297477765
0,473666427;1,299310361
0,474429569;1,301142956
0,475192815;1,302975552
0,475956166;1,304808148
0,476719622;1,306640743
0,477483182;1,308473339
0,478246845;1,310305935
0,479010612;1,31213853
0,479774483;1,313971126
0,480538456;1,315803722
0,481302531;1,317636318
0,482066709;1,319468913
0,482830988;1,321301509
0,483595368;1,323134105
0,48435985;1,3249667
0,485124432;1,326799296
0,485889115;1,328631892
0,486653897;1,330464487
0,487418779;1,332297083
0,488183761;1,334129679
0,488948841;1,335962274
0,48971402;1,33779487
0,490479297;1,339627466
0,491244672;1,341460061
0,492010144;1,343292657
0,492775714;1,345125253
0,493541381;1,346957848
0,494307144;1,348790444
0,495073003;1,35062304
0,495838958;1,352455635
0,496605009;1,354288231
0,497371155;1,356120827
0,498137396;1,357953422
0,498903731;1,359786018
0,49967016;1,361618614
0,500436683;1,363451209
0,5012033;1,365283805
0,50197001;1,367116401
0,502736813;1,368948996
0,503503708;1,370781592
0,504270696;1,372614188
0,505037775;1,374446783
0,505804946;1,376279379
0,506572208;1,378111974
0,507339561;1,37994457
0,508107005;1,381777166
0,508874539;1,383609761
0,509642162;1,385442357
0,510409876;1,387274953
0,511177678;1,389107548
0,51194557;1,390940144
0,51271355;1,392772739
0,513481618;1,394605335
0,514249774;1,396437931
0,515018018;1,398270526
0,515786349;1,400103122
0,516554768;1,401935717
0,517323272;1,403768313
0,518091864;1,405600908
0,518860541;1,407433504
0,519629304;1,4092661
0,520398153;1,411098695
0,521167086;1,412931291
0,521936105;1,414763886
0,522705208;1,416596482
0,523474395;1,418429077
0,524243666;1,420261673
0,52501302;1,422094268
0,525782458;1,423926864
0,526551978;1,425759459
0,527321581;1,427592055
0,528091267;1,42942465
0,528861034;1,431257245
0,529630884;1,433089841
0,530400814;1,434922436
0,531170826;1,436755032
0,531940918;1,438587627
0,532711091;1,440420222
0,533481344;1,442252818
0,534251676;1,444085413
0,535022089;1,445918008
0,53579258;1,447750603
0,536563151;1,449583198
0,5373338;1,451415794
0,538104527;1,453248389
0,538875333;1,455080984
0,539646216;1,456913579
0,540417177;1,458746174
0,541188214;1,460578769
0,541959329;1,462411364
0,54273052;1,464243959
0,543501787;1,466076554
0,54427313;1,467909148
0,545044549;1,469741743
0,545816044;1,471574338
0,546587613;1,473406932
0,547359257;1,475239527
0,548130975;1,477072121
0,548902768;1,478904715
0,549674634;1,480737309
0,550446575;1,482569903
0,551218588;1,484402497
0,551990674;1,486235091
0,552762833;1,488067684
0,553535065;1,489900277
0,554307368;1,49173287
0,555079744;1,493565463
0,555852191;1,495398056
0,556624709;1,497230648
0,557397298;1,49906324
0,558169958;1,500895831
0,558942688;1,502728422
0,559715488;1,504561012
0,560488358;1,506393602
0,561261298;1,508226273
0,562034307;1,510058594
0,562807385;1,511891465
0,563580531;1,51372406
0,564353746;1,515556656
0,565127029;1,517389252
0,56590038;1,519221847
0,566673798;1,521054443
0,567447284;1,522887039
0,568220837;1,524719635
0,568994456;1,52655223
0,569768142;1,528384826
0,570541893;1,530217422
0,571315711;1,532050017
0,572089594;1,533882613
0,572863543;1,535715209
0,573637557;1,537547805
0,574411635;1,5393804
0,575185778;1,541212996
0,575959985;1,543045592
0,576734256;1,544878187
0,57750859;1,546710783
0,578282988;1,548543379
0,579057449;1,550375974
0,579831973;1,55220857
0,58060656;1,554041166
0,581381208;1,555873761
0,582155919;1,557706356
0,582930691;1,55953895
0,583705525;1,56137154
0,58448042;1,563204114
0,585255376;1,565036608
0,586030393;1,566868511
0,586805469;1,56870191
0,587580606;1,570527125
0,588355803;1,569224157
0,58913106;1,567392934
0,589906375;1,565560339
0,59068175;1,563727743
0,591457183;1,561895148
0,592232675;1,560058594
0,593008225;1,558229956
0,593783834;1,55639736
0,594559499;1,554564765
0,595335223;1,552732169
0,596111003;1,550899573
0,59688684;1,549066978
0,597662734;1,547234382
0,598438684;1,545401786
0,59921469;1,54356919
0,599990753;1,541736595
0,60076687;1,539903999
0,601543043;1,538071403
0,602319271;1,536238808
0,603095554;1,534406212
0,603871892;1,532573616
0,604648283;1,53074102
0,605424729;1,528908425
0,606201228;1,527075829
0,606977781;1,525243233
0,607754387;1,523410638
0,608531046;1,521578042
0,609307758;1,519745446
0,610084229;1,51791285
0,610861338;1,516080255
0,611638206;1,514247659
0,612415126;1,512415063
0,613192097;1,510582468
0,61396912;1,508749872
0,614746193;1,506917276
0,615523317;1,50508468
0,616300491;1,503252085
0,617077716;1,501419489
0,61785499;1,499586893
0,618632314;1,497754298
0,619409688;1,495921702
0,62018711;1,494089106
0,620964581;1,49225651
0,621742101;1,490423915
0,62251967;1,488591319
0,623297286;1,486758723
0,62407495;1,484926128
0,624852662;1,483093532
0,625630421;1,481260936
0,626408227;1,47942834
0,62718608;1,477595745
0,62796398;1,475763149
0,628741926;1,473930553
0,629519918;1,472097958
0,630297956;1,470265362
0,631076039;1,468432766
0,631854168;1,46660017
0,632632342;1,464767575
0,633410561;1,462934979
0,634188824;1,461102383
0,634967132;1,459269788
0,635745484;1,457437192
0,636523879;1,455604596
0,637302318;1,453772
0,638080801;1,451939405
0,638859327;1,450106809
0,639637895;1,448274213
0,640416506;1,446441618
0,64119516;1,444609022
0,641973855;1,442776426
0,642752593;1,44094383
0,643531372;1,439111235
0,644310193;1,437278639
0,645089054;1,435446043
0,645867957;1,433613448
0,6466469;1,431780852
0,647425884;1,429948256
0,648204908;1,42811566
0,648983971;1,426283065
0,649763075;1,424450469
0,650542218;1,422617873
0,6513214;1,420785278
0,652100621;1,418952682
0,652879881;1,417120086
0,653659179;1,41528749
0,654438516;1,413454895
0,65521789;1,411622299
0,655997302;1,409789703
0,656776752;1,407957108
0,657556239;1,406124512
0,658335763;1,404291916
0,659115324;1,40245932
0,659894921;1,400626725
0,660674555;1,398794129
0,661454225;1,396961533
0,66223393;1,395128938
0,663013672;1,393296342
0,663793448;1,391463746
0,66457326;1,38963115
0,665353107;1,387798555
0,666132988;1,385965959
0,666912904;1,384133363
0,667692854;1,382300768
0,668472837;1,380468172
0,669252855;1,378635576
0,670031738;1,37680298
0,67081299;1,374970385
0,671593107;1,373137789
0,672373257;1,371305193
0,67315344;1,369472598
0,673933654;1,367640002
0,674713901;1,365807406
0,67549418;1,36397481
0,67627449;1,362142215
0,677054832;1,360309619
0,677835204;1,358477023
0,678615608;1,356644428
0,679396042;1,354811832
0,680176507;1,352979236
0,680957002;1,35114664
0,681737526;1,349314045
0,682518081;1,347481449
0,683298665;1,345648853
0,684079278;1,343816258
0,68485992;1,341983662
0,685640591;1,340151066
0,686421291;1,33831847
0,687202019;1,336485875
0,687982775;1,334653279
0,688763559;1,332820683
0,68954437;1,330988088
0,690325209;1,329155492
0,691106075;1,327322896
0,691886968;1,3254903
0,692667888;1,323657705
0,693448834;1,321825109
0,694229807;1,319992513
0,695010805;1,318159918
0,69579183;1,316327322
0,696572879;1,314494726
0,697353954;1,31266213
0,698135055;1,310829535
0,69891618;1,308996939
0,69969733;1,307164343
0,700478504;1,305331748
0,701259702;1,303499152
0,702040924;1,301666556
0,70282217;1,29983396
0,70360344;1,298001365
0,704384733;1,296168769
0,705166049;1,294336173
0,705947387;1,292503578
0,706728749;1,290670982
0,707510132;1,288838386
0,708291538;1,28700579
0,709072966;1,285173195
0,709854415;1,283340599
0,710635886;1,281508003
0,711417378;1,279675408
0,712198891;1,277842812
0,712980425;1,276010216
0,713761979;1,27417762
0,714543554;1,272345025
0,715325149;1,270512429
0,716106763;1,268679833
0,716888398;1,266847238
0,717670051;1,265014642
0,718451724;1,263182046
0,719233416;1,26134945
0,720014648;1,259516855
0,720796856;1,257684259
0,721578603;1,255851663
0,722360369;1,254019068
0,723142152;1,252186472
0,723923953;1,250353876
0,724705772;1,24852128
0,725487607;1,246688685
0,72626946;1,244856089
0,727051329;1,243023493
0,727833215;1,241190898
0,728615117;1,239358302
0,729397035;1,237525706
0,730178969;1,23569311
0,730960918;1,233860515
0,731742883;1,232027919
0,732524863;1,230195323
0,733306858;1,228362728
0,734088868;1,226530132
0,734870892;1,224697536
0,73565293;1,22286494
0,736434983;1,221032345
0,737217049;1,219199749
0,737999129;1,217367153
0,738781222;1,215534558
0,739563329;1,213701962
0,740345448;1,211869366
0,74112758;1,210036621
0,741909725;1,208204175
0,742691881;1,206371579
0,74347405;1,204538983
0,744256231;1,202706388
0,745038423;1,200873792
0,745820627;1,199041196
0,746602842;1,1972086
0,747385067;1,195376005
0,748167304;1,193543409
0,748949551;1,191710813
0,749731808;1,189878218
0,750514075;1,188045622
0,751296352;1,186213026
0,752078639;1,18438043
0,752860935;1,182547835
0,75364324;1,180715239
0,754425555;1,178882643
0,755207878;1,177050048
0,755990209;1,175217452
0,756772549;1,173384856
0,757554896;1,17155226
0,758337252;1,169719665
0,759119615;1,167887069
0,759901986;1,166054473
0,760684363;1,164221878
0,761466748;1,162389282
0,762249139;1,160556686
0,763031537;1,15872409
0,763813942;1,156891495
0,764596352;1,155058899
0,765378768;1,153226303
0,76616119;1,151393708
0,766943617;1,149561112
0,767726049;1,147728516
0,768508487;1,14589592
0,769290929;1,144063325
0,770073242;1,142230729
0,770855826;1,140398133
0,771638281;1,138565538
0,77242074;1,136732942
0,773203203;1,134900346
0,773985669;1,13306775
0,774768138;1,131235155
0,77555061;1,129402559
0,776333085;1,127569963
0,777115563;1,125737368
0,777898042;1,123904772
0,778680524;1,122072176
0,779463008;1,12023958
0,780245494;1,118406985
0,781027981;1,116574389
0,781810469;1,114741793
0,782592958;1,112909198
0,783375448;1,111076602
0,784157938;1,109244006
0,784940429;1,10741141
0,78572292;1,105578815
0,786505411;1,103746219
0,787287902;1,101913623
0,788070392;1,100080566
0,788852881;1,098248432
0,789635369;1,096415836
0,790417857;1,09458324
0,791200342;1,092750645
0,791982826;1,090918049
0,792765309;1,089085453
0,793547789;1,087252858
0,794330267;1,085420262
0,795112742;1,083587666
0,795895215;1,08175507
0,796677684;1,079922475
0,797460151;1,078089879
0,798242614;1,076257283
0,799025074;1,074424688
0,799807529;1,072592092
0,800589981;1,070759496
0,801372428;1,0689269
0,802154871;1,067094305
0,802937309;1,065261709
0,803719743;1,063429113
0,804502171;1,061596518
0,805284593;1,059763922
0,806067011;1,057931326
0,806849422;1,05609873
0,807631827;1,054266135
0,808414226;1,052433539
0,809196619;1,050600943
0,809979005;1,048768348
0,810761384;1,046935752
0,811543755;1,045103156
0,81232612;1,04327056
0,813108477;1,041437965
0,813890826;1,039605369
0,814673167;1,037772773
0,8154555;1,035940178
0,816237824;1,034107582
0,81702014;1,032274986
0,817802446;1,03044239
0,818584744;1,028609795
0,819367032;1,026777199
0,820149311;1,024944603
0,82093158;1,023112008
0,821713839;1,021279412
0,822496088;1,019446816
0,823278326;1,01761422
0,824060553;1,015781625
0,82484277;1,013949029
0,825624976;1,012116433
0,82640717;1,010283838
