S 235;;
Deplacement (mm);Force (N);
0.361881645862229;9453.27;
0.361881645862229;9453.27;
0.361881645862229;9469.26;
0.361881645862229;9453.27;
0.361881645862229;9469.26;
0.361881645862229;9453.27;
0.361881645862229;9485.26;
0.364683310217291;9469.26;
0.364683310217291;9485.26;
0.364683310217291;9469.26;
0.364683310217291;9485.26;
0.364683310217291;9469.26;
0.364683310217291;9485.26;
0.364683310217291;9485.26;
0.367018030513176;9469.26;
0.367018030513176;9469.26;
0.367018030513176;9485.26;
0.367018030513176;9469.26;
0.367018030513176;9485.26;
0.367018030513176;9485.26;
0.367018030513176;9485.26;
0.369819694868239;9469.26;
0.369819694868239;9469.26;
0.369819694868239;9469.26;
0.369819694868239;9485.26;
0.369819694868239;9469.26;
0.369819694868239;9485.26;
0.372154415164124;9469.26;
0.372154415164124;9501.25;
0.372154415164124;9485.26;
0.372154415164124;9501.25;
0.372154415164124;9485.26;
0.372154415164124;9501.25;
0.374956079519186;9469.26;
0.374956079519186;9485.26;
0.374956079519186;9469.26;
0.374956079519186;9485.26;
0.374956079519186;9469.26;
0.374956079519186;9485.26;
0.374956079519186;9469.26;
0.374956079519186;9501.25;
0.377757743874248;9485.26;
0.377757743874248;9501.25;
0.377757743874248;9485.26;
0.377757743874248;9501.25;
0.377757743874248;9485.26;
0.377757743874248;9501.25;
0.377757743874248;9485.26;
0.377757743874248;9501.25;
0.380092464170135;9485.26;
0.380092464170135;9501.25;
0.380092464170135;9501.25;
0.380092464170135;9501.25;
0.382894128525196;9485.26;
0.382894128525196;9485.26;
0.382894128525196;9485.26;
0.382894128525196;9501.25;
0.382894128525196;9485.26;
0.382894128525196;9501.25;
0.382894128525196;9485.26;
0.382894128525196;9501.25;
0.382894128525196;9501.25;
0.385228848821082;9485.26;
0.385228848821082;9485.26;
0.385228848821082;9501.25;
0.385228848821082;9485.26;
0.385228848821082;9501.25;
0.385228848821082;9501.25;
0.388030513176145;9485.26;
0.388030513176145;9501.25;
0.388030513176145;9517.25;
0.388030513176145;9501.25;
0.388030513176145;9517.25;
0.388030513176145;9517.25;
0.388030513176145;9517.25;
0.390832177531207;9501.25;
0.390832177531207;9485.26;
0.390832177531207;9485.26;
0.390832177531207;9517.25;
0.390832177531207;9517.25;
0.393166897827092;9485.26;
0.393166897827092;9501.25;
0.393166897827092;9517.25;
0.393166897827092;9501.25;
0.393166897827092;9517.25;
0.393166897827092;9517.25;
0.393166897827092;9501.25;
0.393166897827092;9517.25;
0.395968562182154;9501.25;
0.395968562182154;9501.25;
0.395968562182154;9517.25;
0.395968562182154;9501.25;
0.395968562182154;9517.25;
0.395968562182154;9501.25;
0.395968562182154;9517.25;
0.395968562182154;9517.25;
0.395968562182154;9517.25;
0.398770226537217;9501.25;
0.398770226537217;9501.25;
0.398770226537217;9501.25;
0.398770226537217;9517.25;
0.398770226537217;9517.25;
0.401104946833102;9501.25;
0.401104946833102;9501.25;
0.401104946833102;9517.25;
0.401104946833102;9501.25;
0.401104946833102;9533.24;
0.401104946833102;9501.25;
0.401104946833102;9533.24;
0.401104946833102;9533.24;
0.403906611188164;9517.25;
0.403906611188164;9517.25;
0.403906611188164;9533.24;
0.403906611188164;9501.25;
0.403906611188164;9533.24;
0.403906611188164;9517.25;
0.406241331484049;9501.25;
0.406241331484049;9501.25;
0.406241331484049;9517.25;
0.406241331484049;9517.25;
0.406241331484049;9517.25;
0.406241331484049;9501.25;
0.406241331484049;9517.25;
0.406241331484049;9533.24;
0.409042995839112;9517.25;
0.409042995839112;9517.25;
0.409042995839112;9533.24;
0.409042995839112;9517.25;
0.409042995839112;9533.24;
0.409042995839112;9533.24;
0.409042995839112;9533.24;
0.411844660194174;9517.25;
0.411844660194174;9517.25;
0.411844660194174;9517.25;
0.411844660194174;9533.24;
0.411844660194174;9517.25;
0.411844660194174;9533.24;
0.414179380490059;9517.25;
0.414179380490059;9533.24;
0.414179380490059;9517.25;
0.414179380490059;9533.24;
0.414179380490059;9517.25;
0.414179380490059;9533.24;
0.416981044845122;9517.25;
0.416981044845122;9533.24;
0.416981044845122;9517.25;
0.416981044845122;9533.24;
0.416981044845122;9517.25;
0.416981044845122;9533.24;
0.416981044845122;9549.24;
0.416981044845122;9533.24;
0.419315765141008;9517.25;
0.419315765141008;9517.25;
0.419315765141008;9517.25;
0.419315765141008;9533.24;
0.419315765141008;9533.24;
0.419315765141008;9533.24;
0.42211742949607;9517.25;
0.42211742949607;9517.25;
0.42211742949607;9517.25;
0.42211742949607;9533.24;
0.42211742949607;9517.25;
0.42211742949607;9533.24;
0.42211742949607;9533.24;
0.424919093851133;9517.25;
0.424919093851133;9533.24;
0.424919093851133;9549.24;
0.424919093851133;9533.24;
0.424919093851133;9549.24;
0.424919093851133;9533.24;
0.424919093851133;9549.24;
0.424919093851133;9533.24;
0.427253814147019;9517.25;
0.427253814147019;9517.25;
0.427253814147019;9533.24;
0.427253814147019;9517.25;
0.427253814147019;9533.24;
0.427253814147019;9549.24;
0.430055478502081;9517.25;
0.430055478502081;9533.24;
0.430055478502081;9549.24;
0.430055478502081;9533.24;
0.430055478502081;9549.24;
0.430055478502081;9549.24;
0.432857142857143;9533.24;
0.432857142857143;9517.25;
0.432857142857143;9549.24;
0.432857142857143;9533.24;
0.432857142857143;9549.24;
0.432857142857143;9533.24;
0.432857142857143;9549.24;
0.435191863153029;9533.24;
0.435191863153029;9549.24;
0.435191863153029;9533.24;
0.435191863153029;9549.24;
0.435191863153029;9533.24;
0.435191863153029;9549.24;
0.435191863153029;9517.25;
0.435191863153029;9549.24;
0.435191863153029;9549.24;
0.437993527508091;9517.25;
0.437993527508091;9533.24;
0.437993527508091;9549.24;
0.437993527508091;9533.24;
0.437993527508091;9549.24;
0.437993527508091;9549.24;
0.440328247803976;9533.24;
0.440328247803976;9533.24;
0.440328247803976;9549.24;
0.440328247803976;9533.24;
0.440328247803976;9549.24;
0.440328247803976;9549.24;
0.440328247803976;9549.24;
0.443129912159039;9533.24;
0.443129912159039;9533.24;
0.443129912159039;9533.24;
0.443129912159039;9549.24;
0.443129912159039;9533.24;
0.443129912159039;9549.24;
0.443129912159039;9549.24;
0.443129912159039;9549.24;
0.445931576514101;9533.24;
0.445931576514101;9533.24;
0.445931576514101;9533.24;
0.445931576514101;9549.24;
0.445931576514101;9533.24;
0.445931576514101;9549.24;
0.448266296809986;9533.24;
0.448266296809986;9549.24;
0.448266296809986;9533.24;
0.448266296809986;9549.24;
0.448266296809986;9533.24;
0.448266296809986;9549.24;
0.451067961165048;9533.24;
0.451067961165048;9549.24;
0.451067961165048;9533.24;
0.451067961165048;9549.24;
0.451067961165048;9533.24;
0.451067961165048;9549.24;
0.453402681460934;9533.24;
0.453402681460934;9549.24;
0.453402681460934;9533.24;
0.453402681460934;9549.24;
0.453402681460934;9549.24;
0.453402681460934;9533.24;
0.453402681460934;9565.23;
0.456204345815996;9533.24;
0.456204345815996;9533.24;
0.456204345815996;9565.23;
0.456204345815996;9533.24;
0.456204345815996;9549.24;
0.456204345815996;9533.24;
0.456204345815996;9549.24;
0.459006010171058;9533.24;
0.459006010171058;9549.24;
0.459006010171058;9533.24;
0.459006010171058;9549.24;
0.459006010171058;9533.24;
0.459006010171058;9549.24;
0.459006010171058;9565.23;
0.461340730466943;9533.24;
0.461340730466943;9533.24;
0.461340730466943;9565.23;
0.461340730466943;9565.23;
0.461340730466943;9533.24;
0.461340730466943;9565.23;
0.461340730466943;9565.23;
0.464142394822006;9533.24;
0.464142394822006;9533.24;
0.464142394822006;9533.24;
0.464142394822006;9549.24;
0.464142394822006;9533.24;
0.464142394822006;9549.24;
0.464142394822006;9549.24;
0.466944059177068;9533.24;
0.466944059177068;9533.24;
0.466944059177068;9565.23;
0.466944059177068;9533.24;
0.466944059177068;9565.23;
0.466944059177068;9549.24;
0.466944059177068;9565.23;
0.469278779472954;9533.24;
0.469278779472954;9549.24;
0.469278779472954;9533.24;
0.469278779472954;9565.23;
0.469278779472954;9565.23;
0.469278779472954;9565.23;
0.472080443828016;9533.24;
0.472080443828016;9549.24;
0.472080443828016;9549.24;
0.472080443828016;9565.23;
0.472080443828016;9533.24;
0.472080443828016;9565.23;
0.472080443828016;9549.24;
0.474415164123902;9533.24;
0.474415164123902;9533.24;
0.474415164123902;9549.24;
0.474415164123902;9533.24;
0.474415164123902;9549.24;
0.474415164123902;9565.23;
0.474415164123902;9565.23;
0.477216828478964;9533.24;
0.477216828478964;9533.24;
0.477216828478964;9549.24;
0.477216828478964;9565.23;
0.477216828478964;9549.24;
0.477216828478964;9565.23;
0.480018492834027;9533.24;
0.480018492834027;9549.24;
0.480018492834027;9533.24;
0.480018492834027;9565.23;
0.480018492834027;9533.24;
0.480018492834027;9549.24;
0.480018492834027;9565.23;
0.480018492834027;9565.23;
0.482353213129913;9533.24;
0.482353213129913;9533.24;
0.482353213129913;9533.24;
0.482353213129913;9565.23;
0.482353213129913;9533.24;
0.482353213129913;9565.23;
0.485154877484975;9533.24;
0.485154877484975;9565.23;
0.485154877484975;9549.24;
0.485154877484975;9565.23;
0.485154877484975;9565.23;
0.485154877484975;9565.23;
0.48748959778086;9549.24;
0.48748959778086;9533.24;
0.48748959778086;9533.24;
0.48748959778086;9565.23;
0.48748959778086;9533.24;
0.48748959778086;9565.23;
0.48748959778086;9549.24;
0.48748959778086;9565.23;
0.48748959778086;9565.23;
0.490291262135923;9533.24;
0.490291262135923;9533.24;
0.490291262135923;9565.23;
0.490291262135923;9533.24;
0.490291262135923;9565.23;
0.490291262135923;9565.23;
0.490291262135923;9565.23;
0.493092926490985;9549.24;
0.493092926490985;9549.24;
0.493092926490985;9549.24;
0.493092926490985;9565.23;
0.493092926490985;9549.24;
0.493092926490985;9549.24;
0.49542764678687;9533.24;
0.49542764678687;9533.24;
0.49542764678687;9533.24;
0.49542764678687;9549.24;
0.49542764678687;9533.24;
0.49542764678687;9565.23;
0.49542764678687;9565.23;
0.49542764678687;9565.23;
0.498229311141933;9549.24;
0.498229311141933;9549.24;
0.498229311141933;9533.24;
0.498229311141933;9565.23;
0.498229311141933;9533.24;
0.498229311141933;9565.23;
0.501030975496995;9533.24;
0.501030975496995;9565.23;
0.501030975496995;9549.24;
0.501030975496995;9565.23;
0.501030975496995;9549.24;
0.501030975496995;9565.23;
0.501030975496995;9565.23;
0.501030975496995;9565.23;
0.50336569579288;9533.24;
0.50336569579288;9533.24;
0.50336569579288;9533.24;
0.50336569579288;9565.23;
0.50336569579288;9533.24;
0.50336569579288;9565.23;
0.506167360147942;9533.24;
0.506167360147942;9549.24;
0.506167360147942;9565.23;
0.506167360147942;9565.23;
0.506167360147942;9565.23;
0.508502080443829;9533.24;
0.508502080443829;9533.24;
0.508502080443829;9549.24;
0.508502080443829;9549.24;
0.508502080443829;9565.23;
0.508502080443829;9549.24;
0.508502080443829;9565.23;
0.508502080443829;9533.24;
0.508502080443829;9565.23;
0.51130374479889;9533.24;
0.51130374479889;9549.24;
0.51130374479889;9533.24;
0.51130374479889;9549.24;
0.51130374479889;9565.23;
0.514105409153952;9533.24;
0.514105409153952;9549.24;
0.514105409153952;9565.23;
0.514105409153952;9549.24;
0.514105409153952;9565.23;
0.514105409153952;9533.24;
0.514105409153952;9565.23;
0.514105409153952;9565.23;
0.516440129449838;9533.24;
0.516440129449838;9533.24;
0.516440129449838;9565.23;
0.516440129449838;9565.23;
0.516440129449838;9565.23;
0.519241793804901;9533.24;
0.519241793804901;9549.24;
0.519241793804901;9549.24;
0.519241793804901;9565.23;
0.519241793804901;9533.24;
0.519241793804901;9549.24;
0.519241793804901;9549.24;
0.519241793804901;9549.24;
0.521576514100786;9533.24;
0.521576514100786;9533.24;
0.521576514100786;9533.24;
0.521576514100786;9565.23;
0.521576514100786;9549.24;
0.521576514100786;9565.23;
0.521576514100786;9565.23;
0.524378178455848;9549.24;
0.524378178455848;9533.24;
0.524378178455848;9549.24;
0.524378178455848;9533.24;
0.524378178455848;9549.24;
0.524378178455848;9565.23;
0.527179842810911;9533.24;
0.527179842810911;9533.24;
0.527179842810911;9565.23;
0.527179842810911;9549.24;
0.529514563106796;9533.24;
0.529514563106796;9533.24;
0.529514563106796;9549.24;
0.529514563106796;9533.24;
0.529514563106796;9565.23;
0.529514563106796;9549.24;
0.529514563106796;9549.24;
0.529514563106796;9549.24;
0.532316227461858;9533.24;
0.532316227461858;9533.24;
0.532316227461858;9549.24;
0.532316227461858;9533.24;
0.532316227461858;9549.24;
0.532316227461858;9533.24;
0.532316227461858;9549.24;
0.532316227461858;9565.23;
0.532316227461858;9549.24;
0.535117891816921;9533.24;
0.535117891816921;9533.24;
0.535117891816921;9533.24;
0.535117891816921;9549.24;
0.535117891816921;9549.24;
0.535117891816921;9549.24;
0.535117891816921;9549.24;
0.537452612112806;9533.24;
0.537452612112806;9533.24;
0.537452612112806;9533.24;
0.537452612112806;9533.24;
0.537452612112806;9549.24;
0.537452612112806;9549.24;
0.540254276467868;9533.24;
0.540254276467868;9533.24;
0.540254276467868;9549.24;
0.540254276467868;9533.24;
0.540254276467868;9549.24;
0.540254276467868;9549.24;
0.540254276467868;9549.24;
0.542588996763753;9533.24;
0.542588996763753;9533.24;
0.542588996763753;9533.24;
0.542588996763753;9549.24;
0.542588996763753;9549.24;
0.542588996763753;9549.24;
0.545390661118817;9533.24;
0.545390661118817;9533.24;
0.545390661118817;9533.24;
0.545390661118817;9549.24;
0.545390661118817;9533.24;
0.545390661118817;9549.24;
0.545390661118817;9549.24;
0.548192325473879;9533.24;
0.548192325473879;9533.24;
0.548192325473879;9549.24;
0.548192325473879;9549.24;
0.548192325473879;9549.24;
0.548192325473879;9549.24;
0.550527045769764;9533.24;
0.550527045769764;9533.24;
0.550527045769764;9533.24;
0.550527045769764;9533.24;
0.550527045769764;9549.24;
0.550527045769764;9533.24;
0.550527045769764;9549.24;
0.550527045769764;9533.24;
0.550527045769764;9549.24;
0.553328710124827;9533.24;
0.553328710124827;9549.24;
0.553328710124827;9533.24;
0.553328710124827;9549.24;
0.553328710124827;9549.24;
0.555663430420713;9533.24;
0.555663430420713;9533.24;
0.555663430420713;9549.24;
0.555663430420713;9533.24;
0.555663430420713;9549.24;
0.555663430420713;9549.24;
0.555663430420713;9549.24;
0.558465094775775;9533.24;
0.558465094775775;9517.25;
0.558465094775775;9533.24;
0.558465094775775;9549.24;
0.558465094775775;9549.24;
0.558465094775775;9549.24;
0.561266759130837;9533.24;
0.561266759130837;9533.24;
0.561266759130837;9533.24;
0.561266759130837;9549.24;
0.561266759130837;9533.24;
0.561266759130837;9549.24;
0.561266759130837;9533.24;
0.563601479426723;9533.24;
0.563601479426723;9517.25;
0.563601479426723;9533.24;
0.563601479426723;9517.25;
0.563601479426723;9549.24;
0.563601479426723;9517.25;
0.563601479426723;9533.24;
0.563601479426723;9549.24;
0.566403143781785;9517.25;
0.566403143781785;9517.25;
0.566403143781785;9533.24;
0.566403143781785;9533.24;
0.566403143781785;9549.24;
0.566403143781785;9549.24;
0.569204808136846;9533.24;
0.569204808136846;9517.25;
0.569204808136846;9533.24;
0.569204808136846;9533.24;
0.569204808136846;9533.24;
0.569204808136846;9533.24;
0.569204808136846;9533.24;
0.571539528432732;9517.25;
0.571539528432732;9517.25;
0.571539528432732;9533.24;
0.571539528432732;9533.24;
0.571539528432732;9517.25;
0.571539528432732;9533.24;
0.571539528432732;9533.24;
0.574341192787795;9517.25;
0.574341192787795;9517.25;
0.574341192787795;9533.24;
0.574341192787795;9517.25;
0.574341192787795;9533.24;
0.574341192787795;9533.24;
0.57667591308368;9517.25;
0.57667591308368;9533.24;
0.57667591308368;9533.24;
0.57667591308368;9533.24;
0.57667591308368;9533.24;
0.57667591308368;9517.25;
0.57667591308368;9533.24;
0.579477577438743;9517.25;
0.579477577438743;9533.24;
0.579477577438743;9517.25;
0.579477577438743;9533.24;
0.579477577438743;9517.25;
0.579477577438743;9533.24;
0.582279241793805;9517.25;
0.582279241793805;9533.24;
0.582279241793805;9517.25;
0.582279241793805;9533.24;
0.582279241793805;9517.25;
0.582279241793805;9533.24;
0.582279241793805;9517.25;
0.582279241793805;9533.24;
0.58461396208969;9517.25;
0.58461396208969;9533.24;
0.58461396208969;9517.25;
0.58461396208969;9533.24;
0.58461396208969;9517.25;
0.58461396208969;9533.24;
0.58461396208969;9533.24;
0.587415626444752;9517.25;
0.587415626444752;9517.25;
0.587415626444752;9533.24;
0.587415626444752;9533.24;
0.587415626444752;9517.25;
0.587415626444752;9533.24;
0.587415626444752;9517.25;
0.589750346740637;9517.25;
0.589750346740637;9517.25;
0.589750346740637;9517.25;
0.589750346740637;9517.25;
0.589750346740637;9517.25;
0.589750346740637;9533.24;
0.589750346740637;9533.24;
0.589750346740637;9533.24;
0.5925520110957;9517.25;
0.5925520110957;9517.25;
0.5925520110957;9517.25;
0.5925520110957;9517.25;
0.5925520110957;9517.25;
0.5925520110957;9517.25;
0.5925520110957;9501.25;
0.5925520110957;9517.25;
0.595353675450762;9501.25;
0.595353675450762;9517.25;
0.595353675450762;9501.25;
0.595353675450762;9517.25;
0.595353675450762;9533.24;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.597688395746648;9517.25;
0.60049006010171;9501.25;
0.60049006010171;9517.25;
0.60049006010171;9517.25;
0.60049006010171;9517.25;
0.603291724456773;9501.25;
0.603291724456773;9501.25;
0.603291724456773;9517.25;
0.603291724456773;9517.25;
0.603291724456773;9501.25;
0.603291724456773;9517.25;
0.603291724456773;9501.25;
0.603291724456773;9517.25;
0.603291724456773;9501.25;
0.605626444752658;9517.25;
0.605626444752658;9501.25;
0.605626444752658;9517.25;
0.605626444752658;9501.25;
0.605626444752658;9517.25;
0.608428109107721;9501.25;
0.608428109107721;9517.25;
0.608428109107721;9501.25;
0.608428109107721;9517.25;
0.608428109107721;9501.25;
0.608428109107721;9517.25;
0.610762829403606;9501.25;
0.610762829403606;9517.25;
0.610762829403606;9501.25;
0.610762829403606;9501.25;
0.610762829403606;9501.25;
0.613564493758669;9501.25;
0.613564493758669;9501.25;
0.613564493758669;9517.25;
0.613564493758669;9501.25;
0.613564493758669;9517.25;
0.613564493758669;9501.25;
0.613564493758669;9517.25;
0.613564493758669;9501.25;
0.613564493758669;9517.25;
0.613564493758669;9501.25;
0.613564493758669;9501.25;
0.616366158113732;9501.25;
0.616366158113732;9501.25;
0.616366158113732;9501.25;
0.616366158113732;9501.25;
0.616366158113732;9501.25;
0.616366158113732;9501.25;
0.618700878409617;9501.25;
0.618700878409617;9501.25;
0.618700878409617;9501.25;
0.618700878409617;9501.25;
0.618700878409617;9501.25;
0.618700878409617;9501.25;
0.621502542764679;9485.26;
0.621502542764679;9501.25;
0.621502542764679;9485.26;
0.621502542764679;9501.25;
0.621502542764679;9501.25;
0.621502542764679;9501.25;
0.621502542764679;9501.25;
0.621502542764679;9501.25;
0.623837263060564;9501.25;
0.623837263060564;9501.25;
0.623837263060564;9485.26;
0.623837263060564;9501.25;
0.623837263060564;9485.26;
0.623837263060564;9501.25;
0.623837263060564;9501.25;
0.626638927415627;9485.26;
0.626638927415627;9485.26;
0.626638927415627;9501.25;
0.626638927415627;9485.26;
0.626638927415627;9501.25;
0.626638927415627;9501.25;
0.629440591770689;9485.26;
0.629440591770689;9485.26;
0.629440591770689;9501.25;
0.629440591770689;9501.25;
0.629440591770689;9485.26;
0.629440591770689;9485.26;
0.631775312066574;9485.26;
0.631775312066574;9485.26;
0.631775312066574;9485.26;
0.631775312066574;9485.26;
0.631775312066574;9485.26;
0.631775312066574;9485.26;
0.631775312066574;9485.26;
0.631775312066574;9485.26;
0.634576976421637;9485.26;
0.634576976421637;9485.26;
0.634576976421637;9485.26;
0.634576976421637;9485.26;
0.634576976421637;9485.26;
0.634576976421637;9485.26;
0.634576976421637;9485.26;
0.637378640776699;9485.26;
0.637378640776699;9485.26;
0.637378640776699;9485.26;
0.637378640776699;9485.26;
0.637378640776699;9485.26;
0.637378640776699;9485.26;
0.637378640776699;9485.26;
0.637378640776699;9485.26;
0.639713361072584;9485.26;
0.639713361072584;9485.26;
0.639713361072584;9469.26;
0.639713361072584;9469.26;
0.639713361072584;9469.26;
0.639713361072584;9469.26;
0.642515025427646;9469.26;
0.642515025427646;9485.26;
0.642515025427646;9469.26;
0.642515025427646;9485.26;
0.642515025427646;9469.26;
0.642515025427646;9485.26;
0.644849745723532;9469.26;
0.644849745723532;9485.26;
0.644849745723532;9469.26;
0.644849745723532;9485.26;
0.644849745723532;9469.26;
0.644849745723532;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.647651410078594;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.650453074433656;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9469.26;
0.652787794729542;9453.27;
0.652787794729542;9469.26;
0.652787794729542;9453.27;
0.652787794729542;9469.26;
0.655589459084604;9469.26;
0.655589459084604;9469.26;
0.655589459084604;9453.27;
0.655589459084604;9469.26;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.655589459084604;9453.27;
0.65792417938049;9453.27;
0.65792417938049;9453.27;
0.65792417938049;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9469.26;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.660725843735552;9453.27;
0.663527508090615;9437.27;
0.663527508090615;9453.27;
0.663527508090615;9437.27;
0.663527508090615;9453.27;
0.663527508090615;9453.27;
0.663527508090615;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9453.27;
0.6658622283865;9437.27;
0.6658622283865;9453.27;
0.668663892741562;9437.27;
0.668663892741562;9437.27;
0.668663892741562;9437.27;
0.668663892741562;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.671465557096626;9437.27;
0.67380027739251;9437.27;
0.67380027739251;9437.27;
0.67380027739251;9437.27;
0.67380027739251;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9437.27;
0.676601941747573;9421.28;
0.676601941747573;9421.28;
0.676601941747573;9421.28;
0.676601941747573;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9421.28;
0.678936662043458;9437.27;
0.681738326398521;9421.28;
0.681738326398521;9437.27;
0.681738326398521;9437.27;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.681738326398521;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.684539990753583;9421.28;
0.686874711049468;9421.28;
0.686874711049468;9421.28;
0.686874711049468;9421.28;
0.686874711049468;9405.28;
0.686874711049468;9405.28;
0.686874711049468;9405.28;
0.686874711049468;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9421.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.689676375404531;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.692011095700417;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.694812760055479;9405.28;
0.69761442441054;9389.29;
0.69761442441054;9405.28;
0.69761442441054;9405.28;
0.69761442441054;9405.28;
0.69761442441054;9405.28;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.699949144706427;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.702750809061489;9389.29;
0.705085529357374;9389.29;
0.705085529357374;9373.29;
0.705085529357374;9373.29;
0.705085529357374;9373.29;
0.705085529357374;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9373.29;
0.707887193712437;9357.29;
0.707887193712437;9357.29;
0.710688858067499;9373.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.710688858067499;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.713023578363384;9357.29;
0.715825242718446;9357.29;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.715825242718446;9341.3;
0.718626907073509;9357.29;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.718626907073509;9341.3;
0.720961627369394;9341.3;
0.720961627369394;9341.3;
0.720961627369394;9325.3;
0.720961627369394;9341.3;
0.720961627369394;9325.3;
0.720961627369394;9325.3;
0.723763291724456;9325.3;
0.723763291724456;9341.3;
0.723763291724456;9325.3;
0.723763291724456;9325.3;
0.723763291724456;9325.3;
0.723763291724456;9325.3;
0.726098012020342;9325.3;
0.726098012020342;9325.3;
0.726098012020342;9309.31;
0.726098012020342;9325.3;
0.726098012020342;9309.31;
0.726098012020342;9325.3;
0.726098012020342;9309.31;
0.726098012020342;9309.31;
0.728899676375404;9309.31;
0.728899676375404;9325.3;
0.728899676375404;9309.31;
0.728899676375404;9309.31;
0.728899676375404;9293.31;
0.728899676375404;9309.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.731701340730467;9293.31;
0.734036061026352;9293.31;
0.734036061026352;9293.31;
0.734036061026352;9293.31;
0.734036061026352;9277.32;
0.734036061026352;9277.32;
0.734036061026352;9277.32;
0.736837725381415;9277.32;
0.736837725381415;9277.32;
0.736837725381415;9277.32;
0.736837725381415;9261.32;
0.736837725381415;9277.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.7391724456773;9261.32;
0.741974110032362;9261.32;
0.741974110032362;9261.32;
0.741974110032362;9261.32;
0.741974110032362;9245.33;
0.741974110032362;9261.32;
0.741974110032362;9245.33;
0.741974110032362;9245.33;
0.741974110032362;9245.33;
0.741974110032362;9245.33;
0.744775774387425;9245.33;
0.744775774387425;9245.33;
0.744775774387425;9245.33;
0.744775774387425;9245.33;
